CNT,CNTRYID,SCHID,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
USA,840,00122,84000122,06MS,084000,84000,USA0104,8400000,1,2,313,3,924,872,5,472,449,449,100,1,94,88,1,1,1,1,1,1,1,2,1,1,9999997,1,1,1,1,1,1,2,1,1,1,2,4,5,3,6,5,3,5,4,4,4,5,3,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,2,1,3,NA,1,NA,100,0,0,NA,3,2,3,2,3,3,3,2,80,NA,69,14,17,8,52,6,0,0,10,NA,10,NA,10,NA,100,100,1,1,1,1,1,1,1,2,2,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,11,20,9,2,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,80,95,2,2,1796,33,0.9513,1,0.2347,0.5021,0.3782,0.3642,0.0278,1.4806,0.0097,1,6,0.3806,0.7317,0.2625,0.6875,0,0.95,80,0.125,1,1,10,3,7,0.2964,0.8718,22.45,3,52.896243973,7.32975,17NOV16:12:20:57
USA,840,00123,84000123,06MS,084000,84000,USA0206,8400000,1,2,313,2,711,700,4,371,175,175,NA,60,60,60,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,2,2,1,1,3,4,4,5,6,6,6,6,6,6,6,5,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,NA,100,0,0,0,2,1,1,1,1,1,1,1,70,NA,70,NA,35,NA,33,NA,2,NA,8,NA,8,NA,8,NA,100,100,1,1,1,1,1,1,1,1,2,3,3,3,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,3,9,39,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,85,84,25,86,1411,28,0.4717,1,1.4583,0.5511,1.6178,0.9596,2.3955,-1.2558,-0.4741,0.33,1,-1.2541,-0.9308,0.5,0.4714,0.0286,1,70,0.1143,1,1,8,3,6,0.0185,0.2229,20.1571,3,64.473722833,8.93403,17NOV16:12:20:57
USA,840,00124,84000124,06MS,084000,84000,USA0206,8400000,1,2,313,3,761,726,4,389,300,300,240,80,80,93,1,1,1,1,1,1,1,1,1,1,9999997,1,1,2,1,1,1,2,1,2,1,4,4,5,5,5,5,4,5,5,5,5,5,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,3,3,1,NA,1,1,1,1,NA,100,0,0,0,3,2,NA,2,2,2,1,1,88,NA,88,NA,88,NA,NA,NA,0,NA,10,NA,10,NA,10,NA,98,97,1,1,1,1,1,1,1,1,2,2,4,NA,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,17,12,57,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,50,90,NA,50,1487,28,0.7712,1,0.8119,0.9285,0.7289,0.3642,0.7155,-0.7997,-0.3422,0.83,6,-0.849,0.6517,1,NA,0,1,88,0.1136,1,1,10,3,6,0.8947,-1.3581,16.8977,3,60.012160002,8.31579,17NOV16:12:20:57
USA,840,00125,84000125,06MS,084000,84000,USA0102,8400000,1,2,313,2,377,367,3,119,119,119,119,60,60,95,1,1,1,1,1,2,1,1,1,1,9999997,1,2,1,1,1,1,2,2,2,1,3,3,4,6,6,6,4,6,4,5,4,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,3,3,3,3,3,3,NA,1,NA,100,0,0,NA,3,2,2,2,2,2,2,2,75,NA,75,NA,75,NA,75,NA,0,NA,9,NA,9,NA,9,NA,100,100,1,2,1,1,1,1,1,1,2,3,5,5,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,2,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,3,3,3,12,30,3,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,30,40,5,10,744,23,1,1,0.8549,0.2784,1.2219,1.8133,0.3519,1.4806,0.7134,0.92,6,-0.1328,0.4783,1,1,0,1,75,0.12,1,1,9,3,5,0.4463,-0.1073,9.92,3,226.42792433,31.37577,17NOV16:12:20:57
USA,840,00129,84000129,06MS,084000,84000,USA0206,8400000,1,2,313,5,1047,1e3,4,518,1e3,259,500,50,50,1e3,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,1,1,1,1,4,4,6,5,5,5,5,5,4,6,5,5,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,2,2,2,2,2,2,2,1,NA,95,0,5,NA,2,1,1,1,1,1,1,1,96,0,96,0,96,0,29,0,10,0,9,0,9,0,9,0,100,100,1,1,1,1,1,1,1,1,3,2,4,5,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,NA,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,90,10,92,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,65,30,20,2047,28,1.9305,0.259,1.0522,1.1362,0.954,0.3642,0.8031,-1.2272,-0.3422,0.92,0,-1.2541,-0.9308,1,0.3021,0.1042,1,96,0.0938,1,1,9,3,7,-0.995,-2.1182,21.3229,3,37.423798357,5.18576,17NOV16:12:20:57
USA,840,00130,84000130,06MS,084000,84000,USA0104,8400000,1,2,313,1,257,265,4,139,600,600,400,0,30,100,1,1,1,1,1,1,1,1,1,1,9999997,2,2,2,1,1,1,2,2,1,1,3,6,5,6,5,6,5,5,4,6,6,6,5,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,2,3,2,3,2,1,NA,98,0,2,NA,2,2,1,2,1,1,1,1,27,3,NA,NA,23,NA,7,NA,0,NA,3,0,3,0,3,0,85,100,1,1,1,1,1,2,1,2,2,3,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,1,2,2,2,2,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,2,2,1,15,55,3,3,2,2,2,2,3,3,2,2,1,2,1,1,1,1,45,95,10,28,522,28,4.3165,1,1.5025,1.3452,1.1814,1.1284,0.9651,1.4806,-0.1663,1,7,-1.2541,0.0156,0.807,0.2456,0,NA,28.5,0.1053,1,1,3,3,3,0.8947,0.9233,18.3158,3,227.00801579,31.45616,17NOV16:12:20:57
USA,840,00131,84000131,06MS,084000,84000,USA0308,8400000,1,2,313,4,1542,1583,5,828,1641,1641,1040,30,90,120,1,1,1,1,1,1,1,1,1,1,9999997,1,2,1,1,1,1,2,1,1,1,2,3,3,2,4,3,3,3,4,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,2,1,NA,100,0,0,0,1,1,1,1,1,1,1,1,121,5,121,5,121,3,64,3,1,0,12,0,12,0,10,0,100,100,1,1,1,1,1,1,1,1,2,2,5,5,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,3,1,1,3,1,3,3,3,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,1,11,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,66,47,2,15,3125,33,1.9819,1,-0.8855,-0.5807,-0.4317,-1.2228,-0.2945,-0.7997,-0.3422,0,0,-1.2541,-1.6823,0.9919,0.5304,0.0081,1,123.5,0.0972,1,0.8333,12,3,6,-0.995,-0.4866,25.3036,3,23.739556431,3.28955,17NOV16:12:20:57
USA,840,00133,84000133,06MS,084000,84000,USA0206,8400000,1,2,313,3,963,886,4,456,130,130,0,12,100,103,1,1,1,1,1,2,2,2,1,1,9999997,1,1,1,2,2,2,2,2,2,2,4,4,4,4,5,6,5,6,5,5,4,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,3,1,1,NA,99,0,1,0,3,1,2,1,4,4,3,3,104,0,104,NA,35,NA,68,NA,1,NA,12,0,12,0,12,0,100,100,1,2,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,3,2,3,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,1,13,42,4,2,2,2,2,2,2,3,3,3,1,1,2,1,2,2,25,25,NA,25,1849,28,0.2851,1,0.8696,0.7151,0.7532,0.9596,0.582,-1.0277,-0.4302,0.67,4,1.177,-0.1779,0.3365,0.6538,0.0096,1,104,0.1154,1,1,12,3,3,0.8306,1.2496,17.7788,3,45.527012573,6.30861,17NOV16:12:20:57
USA,840,00134,84000134,06MS,084000,84000,USA0308,8400000,1,2,313,4,1549,1366,5,755,650,650,400,20,70,115,1,1,1,1,1,2,1,2,1,1,9999997,1,2,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,3,2,1,NA,100,0,0,0,2,2,1,4,2,3,1,2,100,16,100,16,100,16,55,9,2,0,8,0,8,0,8,0,20,NA,1,1,1,1,1,2,1,2,2,2,4,4,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,3,1,2,3,3,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,10,12,15,2,2,2,2,2,4,2,2,2,2,1,2,1,1,2,1,25,20,4,40,2915,33,0.8609,1,-1.8722,-1.7773,-0.8352,-1.7315,-1.8514,-1.0277,-0.6061,0.42,2,-0.3989,0.7639,1,0.5509,0.0185,1,108,0.0741,1,1,8,3,4,0.0185,0.9695,26.9907,3,26.926755185,3.7312,17NOV16:12:20:57
USA,840,00135,84000135,06MS,084000,84000,USA0102,8400000,1,2,313,4,1555,1373,5,699,560,560,460,155,155,250,1,1,1,1,1,1,1,2,1,1,9999997,1,1,1,1,1,1,2,1,1,1,3,4,5,4,5,4,4,5,5,5,5,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,1,3,1,1,NA,100,0,0,0,4,3,3,3,2,2,2,3,165,2,162,1,165,2,120,1,0,0,19,0,18,0,19,0,100,100,1,1,1,1,1,2,1,1,2,3,5,5,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,3,2,1,2,1,2,1,3,1,3,1,1,3,1,1,3,1,NA,NA,NA,NA,NA,2,2,45,18,86,3,3,3,2,2,3,3,3,3,3,1,1,1,1,1,1,20,20,5,5,2928,33,0.8011,1,0.6126,0.7724,0.5388,0.1158,0.7155,-0.9137,-0.4477,0.58,4,0.2467,1.643,1,0.7259,0,0.9789,166,0.1145,0.9474,1,19,3,7,1.148,1.7822,17.6386,3,47.992354211,6.65023,17NOV16:12:20:57
USA,840,00136,84000136,06MS,084000,84000,USA0104,8400000,1,2,313,5,1e3,1100,4,600,420,220,200,30,25,120,1,1,1,1,1,1,2,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,5,5,5,6,4,5,5,6,6,5,6,6,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,3,3,3,3,3,3,3,1,NA,100,0,0,0,4,3,4,3,3,3,3,3,92,NA,92,NA,85,NA,6,NA,1,NA,11,NA,11,NA,11,NA,100,100,1,1,1,1,1,1,1,1,3,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,20,50,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,70,90,30,40,2100,28,0.7,0.5238,1.5117,1.4214,0.8947,1.0958,1.217,-1.1417,-0.5533,0.33,0,0.9328,1.9967,0.9239,0.0652,0.0109,1,92,0.1196,1,1,11,3,8,0.0185,0.2229,22.8261,3,44.693682413,6.19314,17NOV16:12:20:57
USA,840,00139,84000139,06MS,084000,84000,USA0206,8400000,1,2,313,4,130,121,2,53,53,53,53,8,12,100,2,2,1,1,1,1,1,1,1,1,9999997,1,1,1,2,1,1,2,1,1,1,4,4,6,4,6,6,6,6,4,5,4,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,3,3,1,3,2,1,2,1,NA,100,NA,NA,NA,1,1,1,1,1,1,1,1,12,NA,12,NA,12,NA,4,NA,0,NA,3,NA,3,NA,3,NA,100,100,1,1,1,1,1,1,1,1,2,2,5,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,8,10,36,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,45,60,50,45,251,18,1,1,1.1719,1.1362,1.289,0.9596,0.3519,0.0554,-0.3422,0.83,6,-1.2541,-1.6823,1,0.3333,0,1,12,0.25,1,1,3,1,6,-0.9935,-1.2619,20.9167,3,399.439757,55.34976,17NOV16:12:20:57
USA,840,00144,84000144,06MS,084000,84000,USA0308,8400000,1,2,313,4,1500,900,4,600,2700,2700,2700,80,100,140,1,1,1,1,1,NA,NA,1,1,1,9999997,1,2,1,1,1,1,2,1,1,NA,4,5,6,6,5,5,3,6,4,6,4,3,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,2,2,1,3,1,3,NA,1,NA,100,NA,NA,NA,1,1,2,1,1,1,1,2,116,4,116,NA,100,NA,15,NA,1,NA,12,NA,12,NA,12,NA,50,15,1,1,1,1,1,2,1,2,2,3,4,5,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,97,40,94,2,2,2,2,2,4,1,3,4,1,1,1,1,2,2,1,40,85,15,5,2400,28,4.5,1,0.7106,1.2714,0.7047,-0.0533,0.6612,1.4806,0.7134,1,7,-0.6423,-0.7903,0.8475,0.1271,0.0085,0.9831,118,0.1017,1,1,12,3,6,0.0185,1.0918,20.339,3,33.44061855,4.63382,17NOV16:12:20:57
USA,840,00148,84000148,06MS,084000,84000,USA0206,8400000,1,2,313,4,1183,1082,3,624,250,250,20,NA,NA,120,1,1,1,1,1,1,2,1,1,1,9999997,1,2,1,1,1,1,2,NA,1,1,4,6,6,6,6,6,4,6,6,6,3,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,2,2,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265,23,0.4006,1,1.8344,1.9354,1.2219,1.8133,1.0919,-1.0847,-0.5533,0.5,0,-1.2541,-1.6823,NA,NA,NA,NA,120,NA,NA,NA,NA,3,5,-0.4463,-2.1182,18.875,3,33.667504885,4.66526,17NOV16:12:20:57
USA,840,00149,84000149,06MS,084000,84000,USA0206,8400000,1,2,313,2,765,633,5,327,100,100,10,0,10,100,1,1,1,1,1,1,NA,1,1,1,9999997,1,1,1,1,1,1,1,1,1,1,3,4,4,4,6,6,6,6,5,5,4,6,6,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,3,2,2,3,1,3,NA,1,NA,100,NA,NA,NA,3,3,2,2,2,4,3,4,103,NA,103,NA,80,NA,23,NA,0,NA,10,NA,10,NA,10,NA,60,25,1,1,1,1,1,1,1,1,3,2,5,4,NA,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,NA,2,10,35,65,3,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,75,82,90,35,1398,33,0.3058,1,1.2858,0.7631,1.289,1.8133,0.582,1.4806,-0.2102,0.83,7,1.3632,0.7237,0.7767,0.2233,0,1,103,0.0971,1,1,10,3,8,0.693,0.2229,13.5728,3,75.401058109,10.44821,17NOV16:12:20:57
USA,840,00150,84000150,06MS,084000,84000,USA0308,8400000,1,2,313,3,311,239,6,148,120,120,90,0,32,32,1,2,1,1,2,2,2,2,1,1,9999997,2,1,1,2,2,2,2,2,1,1,3,4,5,5,6,6,5,6,5,5,4,5,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,3,2,1,NA,100,0,0,0,3,3,3,3,3,4,3,3,28,2,22,1,28,2,6,1,1,0,2,0,1,0,1,0,100,100,1,2,1,1,1,2,1,2,2,2,5,5,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,33,10,62,3,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,25,25,5,5,550,38,0.8108,1,1.0431,0.7724,1.255,0.9596,0.582,-1.2558,-0.5181,0.33,0,1.0746,1.4002,1,0.2241,0.0345,0.7759,29,0.069,0.5,0.5,2,2,2,1.139,0.2229,18.9655,3,139.26496679,19.29773,17NOV16:12:20:57
USA,840,00152,84000152,06MS,084000,84000,USA0104,8400000,1,2,313,2,533,505,4,282,800,800,600,24,40,100,1,1,1,1,1,2,2,1,1,1,9999997,1,1,2,1,1,1,2,2,1,1,5,5,6,5,5,5,6,6,5,6,3,4,4,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,2,2,1,2,2,3,NA,1,NA,100,0,0,0,1,1,1,1,1,2,2,2,57,2,57,2,57,2,38,0,0,0,8,0,8,0,8,0,50,50,1,2,1,1,1,2,1,2,5,3,5,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,2,18,32,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,33,15,3,5,1038,28,2.8369,1,1.256,1.5437,1.2131,0.2668,0.7788,-0.4196,0.1856,1,6,-0.2345,-1.6823,1,0.6552,0,1,58,0.1379,1,1,8,3,5,-0.348,-0.5434,17.8966,3,75.860509546,10.51188,17NOV16:12:20:57
