CourseID,CourseSectionID,CourseSectionOrigID,Bb_UserPK,CUPK,TimeSpent
60,17052,AnPhA-S116-01,70532,192663,2938.4666
60,17052,AnPhA-S116-01,77010,190923,1533.0996
60,17052,AnPhA-S116-01,85249,189951,1209.8496
60,17052,AnPhA-S116-01,85411,190214,473.0333
60,17052,AnPhA-S116-01,85583,190513,5532.4164
60,17052,AnPhA-S116-01,85865,190921,95.3
60,17052,AnPhA-S116-01,85866,190922,3050.0831
60,17052,AnPhA-S116-01,86119,191350,2127.0664
60,17052,AnPhA-S116-01,86275,191605,7067.1498
60,17052,AnPhA-S116-01,86286,191620,4140.4495
60,17052,AnPhA-S116-01,86294,191636,4239.5495
60,17052,AnPhA-S116-01,86429,191842,7003.0005
60,17052,AnPhA-S116-01,86446,191867,2527.6997
60,17052,AnPhA-S116-01,86479,191919,2712.234
60,17052,AnPhA-S116-01,86488,191929,3599.7168
60,17052,AnPhA-S116-01,86608,192095,3109.0664
60,17052,AnPhA-S116-01,87043,192802,1587.1833
60,17052,AnPhA-S116-01,87166,193002,1471.8833
60,17052,AnPhA-S116-01,88050,195301,2130.6666
60,17052,AnPhA-S116-01,88153,194549,6954.6997
60,17052,AnPhA-S116-01,89142,196054,3067.4676
60,17052,AnPhA-S116-01,89194,196139,317.2168
60,17052,AnPhA-S116-01,89918,196863,6009.3666
60,17196,AnPhA-T116-01,66508,189147,0.45
60,17196,AnPhA-T116-01,76132,195369,5037.3331
60,17196,AnPhA-T116-01,79859,195365,2040.7333
60,17196,AnPhA-T116-01,84640,189075,2362.1
60,17196,AnPhA-T116-01,84641,189076,4614.4
60,17196,AnPhA-T116-01,84749,189254,4199.4169
60,17196,AnPhA-T116-01,88995,195869,119.3169
60,17196,AnPhA-T116-01,89005,195879,2429.3997
60,17196,AnPhA-T116-01,90516,197812,250.4331
60,17506,AnPhA-S216-01,58168,215688,433.3669
60,17506,AnPhA-S216-01,67013,216208,2297.2332
60,17506,AnPhA-S216-01,71725,219164,3514.5498
60,17506,AnPhA-S216-01,78164,222052,2591.6168
60,17506,AnPhA-S216-01,85248,216964,2269.8829
60,17506,AnPhA-S216-01,88612,216973,2258.9165
60,17052,AnPhA-S116-01,90305,197461,2363.6832
60,17196,AnPhA-T116-01,84757,189262,128.6165
60,17196,AnPhA-T116-01,87865,194066,1304.1168
60,17506,AnPhA-S216-01,52326,218540,1321.8164
60,17506,AnPhA-S216-01,69743,218782,7084.7003
60,17506,AnPhA-S216-01,76673,218379,4945.2164
60,17506,AnPhA-S216-01,76674,218844,2368.4997
60,17506,AnPhA-S216-01,76840,215753,3968.1668
60,17506,AnPhA-S216-01,76998,219016,1270.0997
60,17506,AnPhA-S216-01,86268,215745,1272.3172
60,17506,AnPhA-S216-01,86942,218780,3101.5166
60,17506,AnPhA-S216-01,88440,225011,2544.4002
60,17506,AnPhA-S216-01,91326,226275,657.1668
60,17506,AnPhA-S216-01,94246,217299,1351.9003
60,17506,AnPhA-S216-01,94805,218496,4438.7165
60,17506,AnPhA-S216-01,95545,221075,4284.4003
60,17506,AnPhA-S216-01,95601,221260,2915.5167
60,17506,AnPhA-S216-01,95915,222043,2670.7669
60,17506,AnPhA-S216-01,95957,222183,3542.5501
60,17506,AnPhA-S216-01,96690,224270,1969.5003
60,17506,AnPhA-S216-01,96720,224360,68.1167
60,18009,AnPhA-S116-02,57188,190724,5305.4334
60,18009,AnPhA-S116-02,79220,199999,3781.6498
60,18009,AnPhA-S116-02,86314,198537,3030.1667
60,18009,AnPhA-S116-02,90394,197616,1886.5329
60,18009,AnPhA-S116-02,90395,197617,2300.6664
60,18009,AnPhA-S116-02,90396,197618,3544.8161
60,18009,AnPhA-S116-02,90397,197619,2394.3497
60,18009,AnPhA-S116-02,90971,198506,3785.2838
60,18009,AnPhA-S116-02,91175,198954,1315.25
60,18009,AnPhA-S116-02,91574,199825,2999.75
60,18009,AnPhA-S116-02,91709,200076,4315.8839
60,18009,AnPhA-S116-02,91932,200752,1182.9667
60,18407,AnPhA-S216-02,74552,222639,6123.8832
60,18407,AnPhA-S216-02,94550,215916,2856.6166
60,18407,AnPhA-S216-02,94903,218888,2288.5835
60,18407,AnPhA-S216-02,95017,219723,2773.6164
60,18407,AnPhA-S216-02,95160,217631,4154.4333
60,18407,AnPhA-S216-02,95377,220309,1089.9667
60,18407,AnPhA-S216-02,95919,222080,1937.4333
60,18407,AnPhA-S216-02,96826,224686,1073.95
343,17088,FrScA-S116-01,53447,201083,1479.4166
343,17088,FrScA-S116-01,61941,190611,1637.9504
343,17088,FrScA-S116-01,68188,190241,583.2498
343,17088,FrScA-S116-01,76840,191553,2634.6832
343,17088,FrScA-S116-01,85431,190243,1448.9339
343,17088,FrScA-S116-01,85432,190244,874.0172
343,17088,FrScA-S116-01,85443,190267,1564.633
343,17088,FrScA-S116-01,85649,190609,1464.4668
343,17088,FrScA-S116-01,85651,190615,565.7832
343,17088,FrScA-S116-01,85665,190635,4046.6159
343,17088,FrScA-S116-01,85668,190640,379.1335
343,17088,FrScA-S116-01,85791,190824,1461.8332
343,17088,FrScA-S116-01,85929,191055,1297.9167
343,17088,FrScA-S116-01,85930,191057,1647.2669
343,17088,FrScA-S116-01,86271,191599,282.7834
343,17088,FrScA-S116-01,86339,191696,598.783
343,17088,FrScA-S116-01,86340,191697,1077.3504
343,17088,FrScA-S116-01,86365,191733,1027.7002
343,17088,FrScA-S116-01,86455,191879,1616.3337
343,17088,FrScA-S116-01,86543,191997,1425.9832
343,17088,FrScA-S116-01,86709,192259,1600.3334
343,17088,FrScA-S116-01,86792,192393,879.1998
343,17088,FrScA-S116-01,86793,192394,553.3835
343,17088,FrScA-S116-01,86803,192407,3344.1504
343,17088,FrScA-S116-01,86815,192425,1666.7332
343,17088,FrScA-S116-01,87027,192755,1605.0336
343,17088,FrScA-S116-01,87093,192889,486.65
343,17088,FrScA-S116-01,87163,192997,1365.8501
343,17088,FrScA-S116-01,87484,193504,3341.9499
343,17088,FrScA-S116-01,87485,193505,1451.8836
343,17088,FrScA-S116-01,87489,193510,1075.0999
343,17088,FrScA-S116-01,87805,193987,1388.1167
343,17088,FrScA-S116-01,87906,194162,1095.6001
343,17088,FrScA-S116-01,87914,194177,1156.1668
343,17088,FrScA-S116-01,87927,194192,3934.8498
343,17088,FrScA-S116-01,88261,194680,1269.6667
343,17088,FrScA-S116-01,88493,195159,56.3166
343,17088,FrScA-S116-01,88527,195189,1551.6665
343,17088,FrScA-S116-01,89128,196038,362.8837
343,17088,FrScA-S116-01,90433,197681,2689.2001
343,17088,FrScA-S116-01,91471,199626,946.7998
343,17232,FrScA-T116-01,72287,188953,3946.5666
60,17506,AnPhA-S216-01,91313,217381,3134.9666
60,17506,AnPhA-S216-01,94691,218066,258.35
60,17506,AnPhA-S216-01,94846,218681,764.1668
60,17506,AnPhA-S216-01,94872,223733,3547.0667
60,17506,AnPhA-S216-01,95014,219714,2999.9832
60,17506,AnPhA-S216-01,95114,217503,546.85
60,17506,AnPhA-S216-01,95283,220049,2689.4502
60,17506,AnPhA-S216-01,95594,221239,1419.8
60,17506,AnPhA-S216-01,95618,221317,3789.3996
60,17506,AnPhA-S216-01,95620,221322,4013.3999
60,17506,AnPhA-S216-01,95634,221357,4466.367
60,17506,AnPhA-S216-01,96228,223093,1747.1669
60,17506,AnPhA-S216-01,96640,224151,769.2331
60,17506,AnPhA-S216-01,96677,224236,11.0333
60,17506,AnPhA-S216-01,96680,225145,1776.5166
60,17506,AnPhA-S216-01,96853,224728,2521.2334
60,17506,AnPhA-S216-01,96854,224729,2563.3833
60,17506,AnPhA-S216-01,96959,224986,1727.2666
60,17506,AnPhA-S216-01,96994,225084,2676.7501
60,18009,AnPhA-S116-02,56152,197670,4438.8165
60,18009,AnPhA-S116-02,65627,190723,2164.9001
60,18009,AnPhA-S116-02,70192,197717,1537.1834
60,18009,AnPhA-S116-02,76930,198959,2804.9832
60,18009,AnPhA-S116-02,86707,192256,2143.133
60,18009,AnPhA-S116-02,90398,197620,4264.25
60,18009,AnPhA-S116-02,90399,197621,768.4833
60,18009,AnPhA-S116-02,90956,201274,1550.4668
60,18009,AnPhA-S116-02,90995,198555,202.2832
60,18009,AnPhA-S116-02,91065,198781,1334.7001
60,18009,AnPhA-S116-02,91319,199271,686.2998
60,18009,AnPhA-S116-02,91320,199272,584.9166
60,18009,AnPhA-S116-02,91619,199890,1272.2331
60,18009,AnPhA-S116-02,91634,199916,1857.8168
60,18009,AnPhA-S116-02,91672,199992,2763.0331
60,18009,AnPhA-S116-02,91771,200198,540.5001
60,18009,AnPhA-S116-02,92185,200882,6162.1998
60,18407,AnPhA-S216-02,88979,220296,364.5001
60,18407,AnPhA-S216-02,91164,222026,4359.0996
60,18407,AnPhA-S216-02,94219,217206,151.75
60,18407,AnPhA-S216-02,94542,215893,1558.5331
60,18407,AnPhA-S216-02,94545,215906,855.3833
60,18407,AnPhA-S216-02,94898,218864,1904.1662
60,18407,AnPhA-S216-02,95041,219811,322.9502
60,18407,AnPhA-S216-02,95264,219963,237.3
60,18407,AnPhA-S216-02,96871,224766,244.3835
343,17088,FrScA-S116-01,55283,194824,3.9167
343,17088,FrScA-S116-01,69072,194368,956.1665
343,17088,FrScA-S116-01,70037,194482,2591.1496
343,17088,FrScA-S116-01,77246,190240,782.5002
343,17088,FrScA-S116-01,85323,190060,1449.7001
343,17088,FrScA-S116-01,85416,190220,846.5665
343,17088,FrScA-S116-01,85433,190245,2575.4667
343,17088,FrScA-S116-01,85539,190466,2948.6174
343,17088,FrScA-S116-01,85579,190509,2822.5166
343,17088,FrScA-S116-01,85650,190610,2689.1334
343,17088,FrScA-S116-01,85662,190632,107.8999
343,17088,FrScA-S116-01,85663,190633,191.3834
343,17088,FrScA-S116-01,85792,190825,1687.3165
343,17088,FrScA-S116-01,86105,191315,4075.5504
343,17088,FrScA-S116-01,86280,191613,2167.9669
343,17088,FrScA-S116-01,86364,191732,3429.2834
343,17088,FrScA-S116-01,86476,192142,1673.8004
343,17088,FrScA-S116-01,86679,192209,2267.4
343,17088,FrScA-S116-01,86794,192395,1274.8167
343,17088,FrScA-S116-01,87010,192730,1920.8168
343,17088,FrScA-S116-01,87504,193554,1330.8502
343,17088,FrScA-S116-01,87579,193670,1451.9169
343,17088,FrScA-S116-01,87905,194159,2166.8999
343,17088,FrScA-S116-01,88501,195160,3315.3331
343,17088,FrScA-S116-01,90095,197096,1476.0832
343,17088,FrScA-S116-01,91173,199698,756.0998
343,17088,FrScA-S116-01,92143,200789,1792.1003
343,17088,FrScA-S116-01,92214,200952,1101.833
343,17232,FrScA-T116-01,64930,188989,3424.5662
343,17232,FrScA-T116-01,87866,194067,1988.8836
343,17542,FrScA-S216-01,69182,219312,444.4832
343,17542,FrScA-S216-01,69397,216605,1087.6003
343,17542,FrScA-S216-01,71110,220283,2006.4003
343,17542,FrScA-S216-01,71415,219149,408.4
343,17542,FrScA-S216-01,77190,218575,763.1498
343,17542,FrScA-S216-01,78000,221683,1366.5835
343,17542,FrScA-S216-01,85123,221926,1341.7002
343,17542,FrScA-S216-01,85258,216607,2285.7836
343,17232,FrScA-T116-01,87693,195348,2479.8167
343,17542,FrScA-S216-01,47448,216338,860.4335
343,17542,FrScA-S216-01,53475,219112,1867.4169
343,17542,FrScA-S216-01,55078,216267,2130.7497
343,17542,FrScA-S216-01,57188,220416,2193.0833
343,17542,FrScA-S216-01,65116,220876,1918.6166
343,17542,FrScA-S216-01,66689,216644,1137.8334
343,17542,FrScA-S216-01,67463,218689,1359.033
343,17542,FrScA-S216-01,68795,215819,3022.5333
343,17542,FrScA-S216-01,85583,220890,3382.9006
343,17542,FrScA-S216-01,85642,218302,1627.3499
343,17542,FrScA-S216-01,85644,218688,890.4333
343,17542,FrScA-S216-01,85659,217478,816.7002
343,17542,FrScA-S216-01,86349,221173,847.9663
343,17542,FrScA-S216-01,86490,218694,1101.2833
343,17542,FrScA-S216-01,86515,218643,846.0835
343,17542,FrScA-S216-01,87020,222157,1788.9003
343,17542,FrScA-S216-01,87861,218203,3303.3832
343,17542,FrScA-S216-01,88596,215816,1395.8998
343,17542,FrScA-S216-01,88854,217685,885.9167
343,17542,FrScA-S216-01,89333,220927,945.417
343,17542,FrScA-S216-01,89345,217456,48.4333
343,17542,FrScA-S216-01,90029,218167,766.5663
343,17542,FrScA-S216-01,90277,219620,1097.8003
343,17542,FrScA-S216-01,90394,220592,871.2833
343,17542,FrScA-S216-01,90622,222347,1077.1836
343,17542,FrScA-S216-01,90989,220278,1821.6838
343,17542,FrScA-S216-01,91212,222344,906.8832
343,17542,FrScA-S216-01,94070,219613,2469.4006
343,17542,FrScA-S216-01,94135,219796,706.2332
343,17542,FrScA-S216-01,94257,216495,1175.833
343,17542,FrScA-S216-01,94292,216682,3135.3167
343,17542,FrScA-S216-01,94332,216842,1272.7337
343,17542,FrScA-S216-01,94356,216910,160.4166
343,17542,FrScA-S216-01,94370,216120,940.3001
343,17542,FrScA-S216-01,94376,216150,1434.3999
343,17542,FrScA-S216-01,94402,216472,177.7168
343,17542,FrScA-S216-01,94404,216275,1665.1169
343,17542,FrScA-S216-01,94756,218314,1122.5334
343,17542,FrScA-S216-01,94824,218554,2414.5498
343,17542,FrScA-S216-01,95045,219823,2977.4502
343,17542,FrScA-S216-01,95165,219863,1113.2168
343,17542,FrScA-S216-01,95360,220277,1613.3166
343,17542,FrScA-S216-01,95449,221890,1232.8665
343,17542,FrScA-S216-01,95485,220841,193.0498
343,17542,FrScA-S216-01,95621,221326,1903.0337
343,17542,FrScA-S216-01,95632,221352,948.1999
343,17542,FrScA-S216-01,95684,221545,88.5167
343,17542,FrScA-S216-01,95743,221706,3122.9167
343,17542,FrScA-S216-01,95896,221981,1133.2169
343,17542,FrScA-S216-01,95991,222338,870.3836
343,17966,FrScA-S116-02,67762,190608,801.2336
343,17966,FrScA-S116-02,68768,194528,1966.0169
343,17966,FrScA-S116-02,77298,190354,1907.6502
343,17966,FrScA-S116-02,85661,190631,1375.4834
343,17966,FrScA-S116-02,91340,199299,1182.9332
343,17967,FrScA-S116-03,57224,192595,2356.4668
343,17967,FrScA-S116-03,70068,195618,2101.933
343,17967,FrScA-S116-03,73132,195674,1746.5501
343,17967,FrScA-S116-03,78691,197100,1559.9667
343,17967,FrScA-S116-03,85701,190692,2381.6998
343,17967,FrScA-S116-03,85702,190693,638.7338
343,17967,FrScA-S116-03,85704,190695,1376.483
343,17967,FrScA-S116-03,85891,190970,1784.2506
343,17967,FrScA-S116-03,86309,191653,1219.4837
343,17967,FrScA-S116-03,88409,197099,2313.5495
343,17967,FrScA-S116-03,88636,195177,1284.8333
343,17967,FrScA-S116-03,88835,195617,2062.95
343,17967,FrScA-S116-03,88836,195619,152.7499
343,17967,FrScA-S116-03,88868,195673,1174.3499
343,17967,FrScA-S116-03,88874,197509,700.9668
343,17967,FrScA-S116-03,88886,195698,1598.3499
343,17967,FrScA-S116-03,89165,196086,2571.5334
343,17967,FrScA-S116-03,89168,196091,60.65
343,17967,FrScA-S116-03,89376,196404,3780.5335
343,17967,FrScA-S116-03,89388,196419,2999.8498
343,17967,FrScA-S116-03,90097,197097,1145.5167
343,17967,FrScA-S116-03,90370,197571,3890
343,17967,FrScA-S116-03,90589,197943,123.1833
343,17968,FrScA-S116-04,88075,200524,4323.8332
343,17968,FrScA-S116-04,91477,199635,1192.1837
343,18403,FrScA-S216-02,77980,220421,3031.3165
343,18403,FrScA-S216-02,88048,220382,2269.133
343,17542,FrScA-S216-01,85287,217072,156.5829
343,17542,FrScA-S216-01,85796,218849,1024.7833
343,17542,FrScA-S216-01,86229,219141,1210.0499
343,17542,FrScA-S216-01,86251,216111,1374.95
343,17542,FrScA-S216-01,86836,219055,1422.7335
343,17542,FrScA-S216-01,88845,220393,1075.6163
343,17542,FrScA-S216-01,89374,218335,2517.95
343,17542,FrScA-S216-01,89465,224286,24.65
343,17542,FrScA-S216-01,90636,221974,849.6835
343,17542,FrScA-S216-01,92124,217583,918.1832
343,17542,FrScA-S216-01,94156,216918,2598.5669
343,17542,FrScA-S216-01,94172,216994,1835.5833
343,17542,FrScA-S216-01,94288,216658,3058.6498
343,17542,FrScA-S216-01,94331,216841,524.7165
343,17542,FrScA-S216-01,94400,216266,2111.7837
343,17542,FrScA-S216-01,94419,216318,1095.1999
343,17542,FrScA-S216-01,94586,217658,791.0503
343,17542,FrScA-S216-01,94661,217974,1705.1165
343,17542,FrScA-S216-01,94869,218784,955.3
343,17542,FrScA-S216-01,95005,219678,2182.8836
343,17542,FrScA-S216-01,95633,221356,981.7835
343,17542,FrScA-S216-01,95726,221663,1823.8667
343,17542,FrScA-S216-01,95989,222332,873.6171
343,17966,FrScA-S116-02,62157,190348,2497.1666
343,17966,FrScA-S116-02,85567,190496,2544.3666
343,17966,FrScA-S116-02,85698,190689,1070.2167
343,17966,FrScA-S116-02,86627,192127,2193.117
343,17967,FrScA-S116-03,77976,195693,2448.4838
343,17967,FrScA-S116-03,85573,190502,1978.0169
343,17967,FrScA-S116-03,85574,190503,1871.1168
343,17967,FrScA-S116-03,85700,190691,787.2831
343,17967,FrScA-S116-03,86618,198565,2393.4669
343,17967,FrScA-S116-03,86882,192530,1294.8334
343,17967,FrScA-S116-03,89144,196059,2582.4167
343,17967,FrScA-S116-03,90098,197098,1692.6164
343,17967,FrScA-S116-03,90274,197416,1517.5835
343,17967,FrScA-S116-03,90372,197576,1378.984
343,17967,FrScA-S116-03,90855,198351,1103.0832
343,17967,FrScA-S116-03,90878,198357,1178.0834
343,17967,FrScA-S116-03,92604,201724,811.4334
343,17968,FrScA-S116-04,90996,198553,58.1833
343,17968,FrScA-S116-04,91176,198955,3868.5332
343,17968,FrScA-S116-04,91326,199285,792.6166
343,18403,FrScA-S216-02,43146,224308,1555.1667
343,18403,FrScA-S216-02,77067,223848,40.4334
343,18403,FrScA-S216-02,77141,223238,3020.7167
343,18403,FrScA-S216-02,87988,224224,7.8831
343,18403,FrScA-S216-02,91943,225973,3429.0336
343,18403,FrScA-S216-02,95919,222077,1636.5333
343,18403,FrScA-S216-02,96082,222659,1250.7833
343,18403,FrScA-S216-02,96134,222833,2047.7501
343,18403,FrScA-S216-02,96142,222847,1548.7666
343,18403,FrScA-S216-02,96414,223535,310.9335
343,18403,FrScA-S216-02,96433,223567,2427.9167
343,18403,FrScA-S216-02,97441,226277,208.6664
343,18404,FrScA-S216-03,94369,216113,1753.5833
343,18405,FrScA-S216-04,86002,217380,501.1839
442,17057,BioA-S116-01,68598,190920,3331.6169
442,17057,BioA-S116-01,69937,190009,1.2168
442,17057,BioA-S116-01,70408,190959,6664.4499
442,17057,BioA-S116-01,70681,191254,2602.2333
442,17057,BioA-S116-01,85889,190960,297.5167
442,17057,BioA-S116-01,86067,191264,516.7003
442,17057,BioA-S116-01,86580,192042,1076.5339
442,17057,BioA-S116-01,87552,199245,1496.8001
442,17057,BioA-S116-01,90253,197379,1803.8334
442,17057,BioA-S116-01,90430,197676,2252.5
442,17057,BioA-S116-01,91067,198785,2920.9838
442,17057,BioA-S116-01,91300,199242,1311.9998
442,17057,BioA-S116-01,91351,199321,206.2335
442,17057,BioA-S116-01,91611,199881,616.3672
442,17057,BioA-S116-01,91624,199899,583.1167
442,17057,BioA-S116-01,92152,200817,3214.3998
442,17057,BioA-S116-01,92606,201729,10.1498
442,17201,BioA-T116-01,87689,195474,1525.0333
442,17511,BioA-S216-01,92606,222673,306.2668
442,17511,BioA-S216-01,95707,221609,4034.7502
442,17511,BioA-S216-01,97374,226040,470.8
444,17152,PhysA-S116-01,52446,197178,1390.2167
444,17152,PhysA-S116-01,54434,190320,1231.8666
444,17152,PhysA-S116-01,62576,191113,793.95
444,17152,PhysA-S116-01,62752,191111,898.2998
444,17152,PhysA-S116-01,74551,193707,1014.5665
343,18403,FrScA-S216-02,89994,220355,2310.3333
343,18403,FrScA-S216-02,91410,223871,857.6167
343,18403,FrScA-S216-02,91550,223369,1722.1833
343,18403,FrScA-S216-02,91607,225344,608.0833
343,18403,FrScA-S216-02,95476,222351,1038.0003
343,18403,FrScA-S216-02,95923,222085,1276.7667
343,18403,FrScA-S216-02,95925,222099,2111.8333
343,18403,FrScA-S216-02,96189,223018,1268.1002
343,18403,FrScA-S216-02,96280,223232,914.8667
343,18403,FrScA-S216-02,96769,224511,510.8667
343,18403,FrScA-S216-02,96841,224710,1670.95
343,18404,FrScA-S216-03,51943,220462,3.4501
343,18404,FrScA-S216-03,85348,217156,608.2501
343,18405,FrScA-S216-04,69544,217845,2673.3831
343,18405,FrScA-S216-04,85867,223021,1283.4669
343,18405,FrScA-S216-04,88311,219181,1660.9829
343,18405,FrScA-S216-04,96048,222635,1665.1665
442,17057,BioA-S116-01,61965,192813,615.2168
442,17057,BioA-S116-01,71434,199058,1006.3337
442,17057,BioA-S116-01,77169,190191,735.0999
442,17057,BioA-S116-01,85292,190016,264.2002
442,17057,BioA-S116-01,86110,191332,3954.2997
442,17057,BioA-S116-01,86113,191341,63.6837
