school_name,category,value
HERITAGE,wh_pct,0.004878048780487805
NORTH ACADEMY,wh_pct,0.022321428571428572
ROOSEVELT HIGH,wh_pct,0.22647058823529412
SOUTH HIGH,wh_pct,0.3383113153360138
SOUTHWEST HIGH,wh_pct,0.5476683937823834
WASHBURN HIGH,wh_pct,0.5605875152998776
LONGFELLOW,wh_pct,0.012658227848101266
MACC,wh_pct,0.027777777777777776
WELLSTONE,wh_pct,0.015873015873015872
WELLSTONE SWS,wh_pct,0
HARRISON SEC CTR,wh_pct,0.06896551724137931
RIVER BEND ED CNT,wh_pct,0.08139534883720931
TRANSITION PLUS,wh_pct,0.24817518248175183
AMERICAN IND OIC,wh_pct,0.027777777777777776
CENTER SCHOOL,wh_pct,0
LORING-NICOLLET,wh_pct,0.43333333333333335
MENLO PARK,wh_pct,0.22077922077922077
MERC,wh_pct,0.2033898305084746
PLYMOUTH YTH CTR,wh_pct,0.025210084033613446
RON MCDONALD HOUSE,wh_pct,0.42857142857142855
VOA PHOENIX,wh_pct,0.08411214953271028
Total,wh_pct,0.3597433515271165
ARMATAGE,tot,605
BANCROFT,tot,503
BETHUNE,tot,274
BRYN MAWR,tot,299
BURROUGHS,tot,740
CITYVIEW COMMUNITY,tot,266
DOWLING,tot,477
EMERSON SILC,tot,486
GREEN,tot,274
HALE,tot,645
HALL,tot,193
HIAWATHA,tot,248
HOWE,tot,224
KENNY,tot,481
KENWOOD,tot,401
LAKE HARRIET LOWER,tot,505
LIND,tot,391
LK NOKOMIS WENONAH,tot,283
LORING,tot,404
LUCY LANEY @ CLVLND,tot,437
LYNDALE,tot,495
NELLIE STONE JOHNSON,tot,388
NORTHROP,tot,493
PILLSBURY,tot,322
PRATT,tot,274
SHERIDAN,tot,276
WAITE PARK,tot,408
WEBSTER COMMUNITY,tot,277
WHITTIER,tot,529
WINDOM,tot,579
ANDERSEN UNITED,tot,844
ANISHINABE ACAD,tot,217
BARTON,tot,699
FIELD,tot,518
FOLWELL FINE ARTS,tot,814
HMONG INTERNATIONAL,tot,531
JEFFERSON,tot,449
LAKE HARRIET UPPER,tot,634
LK NOKOMIS KEEWAYDIN,tot,464
MARCY OPEN,tot,739
SEWARD,tot,846
SULLIVAN,tot,525
ANTHONY,tot,782
ANWATIN NEW,tot,561
FRANKLIN,tot,370
JUSTICE PAGE,tot,846
NORTHEAST,tot,503
OLSON,tot,390
SANFORD,tot,970
EDISON HIGH,tot,1009
FAIR HIGH SCHOOL,tot,227
HENRY HIGH,tot,1059
HERITAGE,tot,205
NORTH ACADEMY,tot,448
ROOSEVELT HIGH,tot,1020
SOUTH HIGH,tot,1741
SOUTHWEST HIGH,tot,1930
WASHBURN HIGH,tot,1634
LONGFELLOW,tot,79
MACC,tot,36
WELLSTONE,tot,252
WELLSTONE SWS,tot,24
HARRISON SEC CTR,tot,29
RIVER BEND ED CNT,tot,86
TRANSITION PLUS,tot,274
AMERICAN IND OIC,tot,36
CENTER SCHOOL,tot,47
LORING-NICOLLET,tot,60
MENLO PARK,tot,77
MERC,tot,59
PLYMOUTH YTH CTR,tot,119
RON MCDONALD HOUSE,tot,7
VOA PHOENIX,tot,107
Total,tot,34444
ARMATAGE,not_eligible_num,464
BANCROFT,not_eligible_num,114
BETHUNE,not_eligible_num,16
BRYN MAWR,not_eligible_num,69
BURROUGHS,not_eligible_num,649
CITYVIEW COMMUNITY,not_eligible_num,26
DOWLING,not_eligible_num,263
EMERSON SILC,not_eligible_num,149
GREEN,not_eligible_num,24
HALE,not_eligible_num,567
HALL,not_eligible_num,10
HIAWATHA,not_eligible_num,178
HOWE,not_eligible_num,141
KENNY,not_eligible_num,367
KENWOOD,not_eligible_num,320
LAKE HARRIET LOWER,not_eligible_num,477
LIND,not_eligible_num,30
LK NOKOMIS WENONAH,not_eligible_num,168
LORING,not_eligible_num,138
LUCY LANEY @ CLVLND,not_eligible_num,72
LYNDALE,not_eligible_num,223
NELLIE STONE JOHNSON,not_eligible_num,17
NORTHROP,not_eligible_num,388
PILLSBURY,not_eligible_num,52
PRATT,not_eligible_num,116
SHERIDAN,not_eligible_num,45
WAITE PARK,not_eligible_num,226
WEBSTER COMMUNITY,not_eligible_num,145
WHITTIER,not_eligible_num,129
WINDOM,not_eligible_num,382
ANDERSEN UNITED,not_eligible_num,57
ANISHINABE ACAD,not_eligible_num,21
BARTON,not_eligible_num,394
FIELD,not_eligible_num,422
FOLWELL FINE ARTS,not_eligible_num,117
HMONG INTERNATIONAL,not_eligible_num,59
JEFFERSON,not_eligible_num,36
LAKE HARRIET UPPER,not_eligible_num,590
LK NOKOMIS KEEWAYDIN,not_eligible_num,253
MARCY OPEN,not_eligible_num,360
SEWARD,not_eligible_num,385
SULLIVAN,not_eligible_num,75
ANTHONY,not_eligible_num,485
ANWATIN NEW,not_eligible_num,185
FRANKLIN,not_eligible_num,45
JUSTICE PAGE,not_eligible_num,487
NORTHEAST,not_eligible_num,134
OLSON,not_eligible_num,72
SANFORD,not_eligible_num,420
EDISON HIGH,not_eligible_num,252
FAIR HIGH SCHOOL,not_eligible_num,85
HENRY HIGH,not_eligible_num,335
HERITAGE,not_eligible_num,30
NORTH ACADEMY,not_eligible_num,85
ROOSEVELT HIGH,not_eligible_num,416
SOUTH HIGH,not_eligible_num,790
SOUTHWEST HIGH,not_eligible_num,1203
WASHBURN HIGH,not_eligible_num,1014
LONGFELLOW,not_eligible_num,2
MACC,not_eligible_num,7
WELLSTONE,not_eligible_num,10
WELLSTONE SWS,not_eligible_num,0
HARRISON SEC CTR,not_eligible_num,4
RIVER BEND ED CNT,not_eligible_num,6
TRANSITION PLUS,not_eligible_num,71
AMERICAN IND OIC,not_eligible_num,6
CENTER SCHOOL,not_eligible_num,5
LORING-NICOLLET,not_eligible_num,32
MENLO PARK,not_eligible_num,20
MERC,not_eligible_num,18
PLYMOUTH YTH CTR,not_eligible_num,17
RON MCDONALD HOUSE,not_eligible_num,5
VOA PHOENIX,not_eligible_num,17
Total,not_eligible_num,14992
ARMATAGE,reduce_num,17
BANCROFT,reduce_num,36
BETHUNE,reduce_num,6
BRYN MAWR,reduce_num,31
BURROUGHS,reduce_num,13
CITYVIEW COMMUNITY,reduce_num,6
DOWLING,reduce_num,18
EMERSON SILC,reduce_num,78
GREEN,reduce_num,21
HALE,reduce_num,14
HALL,reduce_num,15
HIAWATHA,reduce_num,14
HOWE,reduce_num,22
KENNY,reduce_num,25
KENWOOD,reduce_num,15
LAKE HARRIET LOWER,reduce_num,6
LIND,reduce_num,27
LK NOKOMIS WENONAH,reduce_num,28
LORING,reduce_num,61
LUCY LANEY @ CLVLND,reduce_num,12
LYNDALE,reduce_num,34
NELLIE STONE JOHNSON,reduce_num,38
NORTHROP,reduce_num,23
PILLSBURY,reduce_num,37
PRATT,reduce_num,12
SHERIDAN,reduce_num,33
WAITE PARK,reduce_num,40
WEBSTER COMMUNITY,reduce_num,15
WHITTIER,reduce_num,39
WINDOM,reduce_num,55
ANDERSEN UNITED,reduce_num,100
ANISHINABE ACAD,reduce_num,7
BARTON,reduce_num,35
FIELD,reduce_num,28
FOLWELL FINE ARTS,reduce_num,85
HMONG INTERNATIONAL,reduce_num,43
JEFFERSON,reduce_num,39
LAKE HARRIET UPPER,reduce_num,8
LK NOKOMIS KEEWAYDIN,reduce_num,42
MARCY OPEN,reduce_num,45
SEWARD,reduce_num,36
SULLIVAN,reduce_num,25
ANTHONY,reduce_num,39
ANWATIN NEW,reduce_num,52
FRANKLIN,reduce_num,22
JUSTICE PAGE,reduce_num,49
NORTHEAST,reduce_num,38
OLSON,reduce_num,31
SANFORD,reduce_num,81
EDISON HIGH,reduce_num,74
FAIR HIGH SCHOOL,reduce_num,26
HENRY HIGH,reduce_num,60
HERITAGE,reduce_num,1
NORTH ACADEMY,reduce_num,13
ROOSEVELT HIGH,reduce_num,66
SOUTH HIGH,reduce_num,100
SOUTHWEST HIGH,reduce_num,100
WASHBURN HIGH,reduce_num,130
LONGFELLOW,reduce_num,0
MACC,reduce_num,1
WELLSTONE,reduce_num,7
WELLSTONE SWS,reduce_num,0
HARRISON SEC CTR,reduce_num,1
RIVER BEND ED CNT,reduce_num,3
TRANSITION PLUS,reduce_num,19
AMERICAN IND OIC,reduce_num,2
CENTER SCHOOL,reduce_num,1
LORING-NICOLLET,reduce_num,3
MENLO PARK,reduce_num,3
MERC,reduce_num,6
PLYMOUTH YTH CTR,reduce_num,2
RON MCDONALD HOUSE,reduce_num,NA
VOA PHOENIX,reduce_num,5
Total,reduce_num,2219
ARMATAGE,free_num,134
BANCROFT,free_num,355
BETHUNE,free_num,287
BRYN MAWR,free_num,240
BURROUGHS,free_num,78
CITYVIEW COMMUNITY,free_num,292
DOWLING,free_num,196
EMERSON SILC,free_num,262
GREEN,free_num,278
HALE,free_num,64
HALL,free_num,208
HIAWATHA,free_num,56
HOWE,free_num,61
KENNY,free_num,86
KENWOOD,free_num,66
LAKE HARRIET LOWER,free_num,20
LIND,free_num,332
LK NOKOMIS WENONAH,free_num,87
LORING,free_num,204
LUCY LANEY @ CLVLND,free_num,371
LYNDALE,free_num,238
NELLIE STONE JOHNSON,free_num,371
NORTHROP,free_num,82
PILLSBURY,free_num,233
PRATT,free_num,146
SHERIDAN,free_num,198
WAITE PARK,free_num,143
WEBSTER COMMUNITY,free_num,137
WHITTIER,free_num,360
WINDOM,free_num,144
ANDERSEN UNITED,free_num,727
ANISHINABE ACAD,free_num,222
BARTON,free_num,270
FIELD,free_num,67
FOLWELL FINE ARTS,free_num,612
HMONG INTERNATIONAL,free_num,423
JEFFERSON,free_num,405
LAKE HARRIET UPPER,free_num,36
LK NOKOMIS KEEWAYDIN,free_num,168
MARCY OPEN,free_num,334
SEWARD,free_num,425
SULLIVAN,free_num,487
ANTHONY,free_num,257
ANWATIN NEW,free_num,318
FRANKLIN,free_num,301
JUSTICE PAGE,free_num,308
NORTHEAST,free_num,330
OLSON,free_num,284
SANFORD,free_num,469
EDISON HIGH,free_num,679
FAIR HIGH SCHOOL,free_num,112
HENRY HIGH,free_num,662
HERITAGE,free_num,172
NORTH ACADEMY,free_num,349
ROOSEVELT HIGH,free_num,532
SOUTH HIGH,free_num,849
SOUTHWEST HIGH,free_num,620
WASHBURN HIGH,free_num,488
LONGFELLOW,free_num,70
MACC,free_num,24
WELLSTONE,free_num,191
WELLSTONE SWS,free_num,17
HARRISON SEC CTR,free_num,24
RIVER BEND ED CNT,free_num,77
TRANSITION PLUS,free_num,179
AMERICAN IND OIC,free_num,28
CENTER SCHOOL,free_num,41
LORING-NICOLLET,free_num,23
MENLO PARK,free_num,49
MERC,free_num,27
PLYMOUTH YTH CTR,free_num,81
RON MCDONALD HOUSE,free_num,2
VOA PHOENIX,free_num,70
Total,free_num,17538
ARMATAGE,frpl_num,615
BANCROFT,frpl_num,505
BETHUNE,frpl_num,309
BRYN MAWR,frpl_num,340
BURROUGHS,frpl_num,740
CITYVIEW COMMUNITY,frpl_num,324
DOWLING,frpl_num,477
EMERSON SILC,frpl_num,489
GREEN,frpl_num,323
HALE,frpl_num,645
HALL,frpl_num,233
HIAWATHA,frpl_num,248
HOWE,frpl_num,224
KENNY,frpl_num,478
KENWOOD,frpl_num,401
LAKE HARRIET LOWER,frpl_num,503
LIND,frpl_num,389
LK NOKOMIS WENONAH,frpl_num,283
LORING,frpl_num,403
LUCY LANEY @ CLVLND,frpl_num,455
LYNDALE,frpl_num,495
NELLIE STONE JOHNSON,frpl_num,426
NORTHROP,frpl_num,493
PILLSBURY,frpl_num,322
PRATT,frpl_num,274
SHERIDAN,frpl_num,276
WAITE PARK,frpl_num,409
WEBSTER COMMUNITY,frpl_num,297
WHITTIER,frpl_num,528
WINDOM,frpl_num,581
ANDERSEN UNITED,frpl_num,884
ANISHINABE ACAD,frpl_num,250
BARTON,frpl_num,699
FIELD,frpl_num,517
FOLWELL FINE ARTS,frpl_num,814
HMONG INTERNATIONAL,frpl_num,525
JEFFERSON,frpl_num,480
LAKE HARRIET UPPER,frpl_num,634
LK NOKOMIS KEEWAYDIN,frpl_num,463
MARCY OPEN,frpl_num,739
SEWARD,frpl_num,846
SULLIVAN,frpl_num,587
ANTHONY,frpl_num,781
ANWATIN NEW,frpl_num,555
FRANKLIN,frpl_num,368
JUSTICE PAGE,frpl_num,844
NORTHEAST,frpl_num,502
OLSON,frpl_num,387
SANFORD,frpl_num,970
EDISON HIGH,frpl_num,1005
FAIR HIGH SCHOOL,frpl_num,223
HENRY HIGH,frpl_num,1057
HERITAGE,frpl_num,203
NORTH ACADEMY,frpl_num,447
ROOSEVELT HIGH,frpl_num,1014
SOUTH HIGH,frpl_num,1739
SOUTHWEST HIGH,frpl_num,1923
WASHBURN HIGH,frpl_num,1632
LONGFELLOW,frpl_num,72
MACC,frpl_num,32
WELLSTONE,frpl_num,208
WELLSTONE SWS,frpl_num,17
HARRISON SEC CTR,frpl_num,29
RIVER BEND ED CNT,frpl_num,86
TRANSITION PLUS,frpl_num,269
AMERICAN IND OIC,frpl_num,36
CENTER SCHOOL,frpl_num,47
LORING-NICOLLET,frpl_num,58
MENLO PARK,frpl_num,72
MERC,frpl_num,51
PLYMOUTH YTH CTR,frpl_num,100
RON MCDONALD HOUSE,frpl_num,7
VOA PHOENIX,frpl_num,92
Total,frpl_num,34749
ARMATAGE,frpl_pct,0.24552845528455283
BANCROFT,frpl_pct,0.7742574257425743
BETHUNE,frpl_pct,0.948220064724919
BRYN MAWR,frpl_pct,0.7970588235294118
BURROUGHS,frpl_pct,0.12297297297297298
CITYVIEW COMMUNITY,frpl_pct,0.9197530864197531
DOWLING,frpl_pct,0.44863731656184486
EMERSON SILC,frpl_pct,0.6952965235173824
GREEN,frpl_pct,0.9256965944272446
HALE,frpl_pct,0.12093023255813953
HALL,frpl_pct,0.9570815450643777
HIAWATHA,frpl_pct,0.28225806451612906
HOWE,frpl_pct,0.3705357142857143
KENNY,frpl_pct,0.23221757322175732
KENWOOD,frpl_pct,0.20199501246882792
LAKE HARRIET LOWER,frpl_pct,0.05168986083499006
LIND,frpl_pct,0.922879177377892
LK NOKOMIS WENONAH,frpl_pct,0.40636042402826855
LORING,frpl_pct,0.6575682382133995
LUCY LANEY @ CLVLND,frpl_pct,0.8417582417582418
LYNDALE,frpl_pct,0.5494949494949495
NELLIE STONE JOHNSON,frpl_pct,0.960093896713615
NORTHROP,frpl_pct,0.2129817444219067
PILLSBURY,frpl_pct,0.8385093167701864
PRATT,frpl_pct,0.5766423357664233
SHERIDAN,frpl_pct,0.8369565217391305
WAITE PARK,frpl_pct,0.4474327628361858
WEBSTER COMMUNITY,frpl_pct,0.5117845117845118
WHITTIER,frpl_pct,0.7556818181818182
WINDOM,frpl_pct,0.342512908777969
ANDERSEN UNITED,frpl_pct,0.9355203619909502
ANISHINABE ACAD,frpl_pct,0.916
BARTON,frpl_pct,0.4363376251788269
FIELD,frpl_pct,0.18375241779497098
FOLWELL FINE ARTS,frpl_pct,0.8562653562653563
HMONG INTERNATIONAL,frpl_pct,0.8876190476190476
JEFFERSON,frpl_pct,0.925
LAKE HARRIET UPPER,frpl_pct,0.0694006309148265
LK NOKOMIS KEEWAYDIN,frpl_pct,0.4535637149028078
MARCY OPEN,frpl_pct,0.5128552097428958
SEWARD,frpl_pct,0.5449172576832151
SULLIVAN,frpl_pct,0.8722316865417377
ANTHONY,frpl_pct,0.37900128040973113
ANWATIN NEW,frpl_pct,0.6666666666666666
FRANKLIN,frpl_pct,0.8777173913043478
JUSTICE PAGE,frpl_pct,0.42298578199052134
NORTHEAST,frpl_pct,0.7330677290836654
OLSON,frpl_pct,0.813953488372093
SANFORD,frpl_pct,0.5670103092783505
EDISON HIGH,frpl_pct,0.7492537313432835
FAIR HIGH SCHOOL,frpl_pct,0.6188340807174888
HENRY HIGH,frpl_pct,0.6830652790917692
HERITAGE,frpl_pct,0.8522167487684729
NORTH ACADEMY,frpl_pct,0.8098434004474273
ROOSEVELT HIGH,frpl_pct,0.5897435897435898
SOUTH HIGH,frpl_pct,0.5457159286946521
SOUTHWEST HIGH,frpl_pct,0.374414976599064
WASHBURN HIGH,frpl_pct,0.3786764705882353
LONGFELLOW,frpl_pct,0.9722222222222222
MACC,frpl_pct,0.78125
WELLSTONE,frpl_pct,0.9519230769230769
WELLSTONE SWS,frpl_pct,1
HARRISON SEC CTR,frpl_pct,0.8620689655172413
RIVER BEND ED CNT,frpl_pct,0.9302325581395349
TRANSITION PLUS,frpl_pct,0.7360594795539034
AMERICAN IND OIC,frpl_pct,0.8333333333333334
CENTER SCHOOL,frpl_pct,0.8936170212765957
LORING-NICOLLET,frpl_pct,0.4482758620689655
MENLO PARK,frpl_pct,0.7222222222222222
MERC,frpl_pct,0.6470588235294118
PLYMOUTH YTH CTR,frpl_pct,0.83
RON MCDONALD HOUSE,frpl_pct,NA
VOA PHOENIX,frpl_pct,0.8152173913043478
Total,frpl_pct,0.5685631241186797
ARMATAGE,hi_povnum,NA
BANCROFT,hi_povnum,93
BETHUNE,hi_povnum,9
BRYN MAWR,hi_povnum,32
BURROUGHS,hi_povnum,NA
CITYVIEW COMMUNITY,hi_povnum,9
DOWLING,hi_povnum,NA
EMERSON SILC,hi_povnum,NA
GREEN,hi_povnum,160
HALE,hi_povnum,NA
HALL,hi_povnum,15
HIAWATHA,hi_povnum,NA
HOWE,hi_povnum,NA
KENNY,hi_povnum,NA
KENWOOD,hi_povnum,NA
LAKE HARRIET LOWER,hi_povnum,NA
LIND,hi_povnum,21
LK NOKOMIS WENONAH,hi_povnum,NA
LORING,hi_povnum,NA
LUCY LANEY @ CLVLND,hi_povnum,14
LYNDALE,hi_povnum,NA
NELLIE STONE JOHNSON,hi_povnum,143
NORTHROP,hi_povnum,NA
PILLSBURY,hi_povnum,83
PRATT,hi_povnum,NA
SHERIDAN,hi_povnum,82
WAITE PARK,hi_povnum,NA
WEBSTER COMMUNITY,hi_povnum,NA
WHITTIER,hi_povnum,133
WINDOM,hi_povnum,NA
ANDERSEN UNITED,hi_povnum,460
ANISHINABE ACAD,hi_povnum,37
BARTON,hi_povnum,NA
FIELD,hi_povnum,NA
FOLWELL FINE ARTS,hi_povnum,428
HMONG INTERNATIONAL,hi_povnum,16
JEFFERSON,hi_povnum,230
LAKE HARRIET UPPER,hi_povnum,NA
LK NOKOMIS KEEWAYDIN,hi_povnum,NA
MARCY OPEN,hi_povnum,NA
SEWARD,hi_povnum,NA
SULLIVAN,hi_povnum,21
ANTHONY,hi_povnum,NA
ANWATIN NEW,hi_povnum,NA
FRANKLIN,hi_povnum,64
JUSTICE PAGE,hi_povnum,NA
NORTHEAST,hi_povnum,NA
OLSON,hi_povnum,47
SANFORD,hi_povnum,NA
EDISON HIGH,hi_povnum,NA
FAIR HIGH SCHOOL,hi_povnum,NA
HENRY HIGH,hi_povnum,NA
HERITAGE,hi_povnum,0
NORTH ACADEMY,hi_povnum,21
ROOSEVELT HIGH,hi_povnum,NA
SOUTH HIGH,hi_povnum,NA
SOUTHWEST HIGH,hi_povnum,NA
WASHBURN HIGH,hi_povnum,NA
LONGFELLOW,hi_povnum,40
MACC,hi_povnum,6
WELLSTONE,hi_povnum,99
WELLSTONE SWS,hi_povnum,8
HARRISON SEC CTR,hi_povnum,1
RIVER BEND ED CNT,hi_povnum,5
TRANSITION PLUS,hi_povnum,NA
AMERICAN IND OIC,hi_povnum,4
CENTER SCHOOL,hi_povnum,7
LORING-NICOLLET,hi_povnum,NA
MENLO PARK,hi_povnum,NA
MERC,hi_povnum,NA
PLYMOUTH YTH CTR,hi_povnum,4
RON MCDONALD HOUSE,hi_povnum,NA
VOA PHOENIX,hi_povnum,40
Total,hi_povnum,2332
ARMATAGE,aa_povnum,NA
BANCROFT,aa_povnum,238
BETHUNE,aa_povnum,232
BRYN MAWR,aa_povnum,148
BURROUGHS,aa_povnum,NA
CITYVIEW COMMUNITY,aa_povnum,206
DOWLING,aa_povnum,NA
EMERSON SILC,aa_povnum,NA
GREEN,aa_povnum,85
HALE,aa_povnum,NA
HALL,aa_povnum,161
HIAWATHA,aa_povnum,NA
HOWE,aa_povnum,NA
KENNY,aa_povnum,NA
KENWOOD,aa_povnum,NA
LAKE HARRIET LOWER,aa_povnum,NA
LIND,aa_povnum,283
LK NOKOMIS WENONAH,aa_povnum,NA
LORING,aa_povnum,NA
LUCY LANEY @ CLVLND,aa_povnum,389
LYNDALE,aa_povnum,NA
NELLIE STONE JOHNSON,aa_povnum,208
NORTHROP,aa_povnum,NA
PILLSBURY,aa_povnum,169
PRATT,aa_povnum,NA
SHERIDAN,aa_povnum,128
WAITE PARK,aa_povnum,NA
WEBSTER COMMUNITY,aa_povnum,NA
WHITTIER,aa_povnum,269
WINDOM,aa_povnum,NA
ANDERSEN UNITED,aa_povnum,311
ANISHINABE ACAD,aa_povnum,19
BARTON,aa_povnum,NA
FIELD,aa_povnum,NA
FOLWELL FINE ARTS,aa_povnum,244
HMONG INTERNATIONAL,aa_povnum,255
JEFFERSON,aa_povnum,177
LAKE HARRIET UPPER,aa_povnum,NA
LK NOKOMIS KEEWAYDIN,aa_povnum,NA
MARCY OPEN,aa_povnum,NA
SEWARD,aa_povnum,NA
SULLIVAN,aa_povnum,451
ANTHONY,aa_povnum,NA
ANWATIN NEW,aa_povnum,NA
FRANKLIN,aa_povnum,270
JUSTICE PAGE,aa_povnum,NA
NORTHEAST,aa_povnum,NA
OLSON,aa_povnum,252
SANFORD,aa_povnum,NA
EDISON HIGH,aa_povnum,NA
FAIR HIGH SCHOOL,aa_povnum,NA
HENRY HIGH,aa_povnum,NA
HERITAGE,aa_povnum,203
NORTH ACADEMY,aa_povnum,403
ROOSEVELT HIGH,aa_povnum,NA
SOUTH HIGH,aa_povnum,NA
SOUTHWEST HIGH,aa_povnum,NA
WASHBURN HIGH,aa_povnum,NA
LONGFELLOW,aa_povnum,27
MACC,aa_povnum,24
WELLSTONE,aa_povnum,141
WELLSTONE SWS,aa_povnum,16
HARRISON SEC CTR,aa_povnum,24
RIVER BEND ED CNT,aa_povnum,68
TRANSITION PLUS,aa_povnum,NA
AMERICAN IND OIC,aa_povnum,1
CENTER SCHOOL,aa_povnum,1
LORING-NICOLLET,aa_povnum,NA
MENLO PARK,aa_povnum,NA
MERC,aa_povnum,NA
PLYMOUTH YTH CTR,aa_povnum,105
RON MCDONALD HOUSE,aa_povnum,NA
VOA PHOENIX,aa_povnum,53
Total,aa_povnum,5561
ARMATAGE,wh_povnum,NA
BANCROFT,wh_povnum,103
BETHUNE,wh_povnum,22
BRYN MAWR,wh_povnum,31
BURROUGHS,wh_povnum,NA
CITYVIEW COMMUNITY,wh_povnum,26
DOWLING,wh_povnum,NA
EMERSON SILC,wh_povnum,NA
GREEN,wh_povnum,16
HALE,wh_povnum,NA
HALL,wh_povnum,12
HIAWATHA,wh_povnum,NA
HOWE,wh_povnum,NA
KENNY,wh_povnum,NA
KENWOOD,wh_povnum,NA
LAKE HARRIET LOWER,wh_povnum,NA
LIND,wh_povnum,30
LK NOKOMIS WENONAH,wh_povnum,NA
LORING,wh_povnum,NA
LUCY LANEY @ CLVLND,wh_povnum,14
LYNDALE,wh_povnum,NA
NELLIE STONE JOHNSON,wh_povnum,19
NORTHROP,wh_povnum,NA
PILLSBURY,wh_povnum,61
PRATT,wh_povnum,NA
SHERIDAN,wh_povnum,41
WAITE PARK,wh_povnum,NA
WEBSTER COMMUNITY,wh_povnum,NA
WHITTIER,wh_povnum,106
WINDOM,wh_povnum,NA
ANDERSEN UNITED,wh_povnum,35
ANISHINABE ACAD,wh_povnum,6
BARTON,wh_povnum,NA
FIELD,wh_povnum,NA
FOLWELL FINE ARTS,wh_povnum,96
HMONG INTERNATIONAL,wh_povnum,9
JEFFERSON,wh_povnum,19
LAKE HARRIET UPPER,wh_povnum,NA
LK NOKOMIS KEEWAYDIN,wh_povnum,NA
MARCY OPEN,wh_povnum,NA
SEWARD,wh_povnum,NA
SULLIVAN,wh_povnum,21
ANTHONY,wh_povnum,NA
ANWATIN NEW,wh_povnum,NA
FRANKLIN,wh_povnum,12
JUSTICE PAGE,wh_povnum,NA
NORTHEAST,wh_povnum,NA
OLSON,wh_povnum,48
SANFORD,wh_povnum,NA
EDISON HIGH,wh_povnum,NA
FAIR HIGH SCHOOL,wh_povnum,NA
HENRY HIGH,wh_povnum,NA
HERITAGE,wh_povnum,1
NORTH ACADEMY,wh_povnum,10
ROOSEVELT HIGH,wh_povnum,NA
SOUTH HIGH,wh_povnum,NA
SOUTHWEST HIGH,wh_povnum,NA
WASHBURN HIGH,wh_povnum,NA
LONGFELLOW,wh_povnum,1
MACC,wh_povnum,1
WELLSTONE,wh_povnum,4
WELLSTONE SWS,wh_povnum,0
HARRISON SEC CTR,wh_povnum,2
RIVER BEND ED CNT,wh_povnum,7
TRANSITION PLUS,wh_povnum,NA
AMERICAN IND OIC,wh_povnum,1
CENTER SCHOOL,wh_povnum,0
LORING-NICOLLET,wh_povnum,NA
MENLO PARK,wh_povnum,NA
MERC,wh_povnum,NA
PLYMOUTH YTH CTR,wh_povnum,3
RON MCDONALD HOUSE,wh_povnum,NA
VOA PHOENIX,wh_povnum,9
Total,wh_povnum,766
ARMATAGE,as_povnum,NA
BANCROFT,as_povnum,20
BETHUNE,as_povnum,8
BRYN MAWR,as_povnum,77
BURROUGHS,as_povnum,NA
CITYVIEW COMMUNITY,as_povnum,13
DOWLING,as_povnum,NA
EMERSON SILC,as_povnum,NA
GREEN,as_povnum,7
HALE,as_povnum,NA
HALL,as_povnum,1
HIAWATHA,as_povnum,NA
HOWE,as_povnum,NA
KENNY,as_povnum,NA
KENWOOD,as_povnum,NA
LAKE HARRIET LOWER,as_povnum,NA
LIND,as_povnum,43
LK NOKOMIS WENONAH,as_povnum,NA
LORING,as_povnum,NA
LUCY LANEY @ CLVLND,as_povnum,7
LYNDALE,as_povnum,NA
NELLIE STONE JOHNSON,as_povnum,6
NORTHROP,as_povnum,NA
PILLSBURY,as_povnum,4
PRATT,as_povnum,NA
SHERIDAN,as_povnum,9
WAITE PARK,as_povnum,NA
WEBSTER COMMUNITY,as_povnum,NA
WHITTIER,as_povnum,15
WINDOM,as_povnum,NA
ANDERSEN UNITED,as_povnum,11
ANISHINABE ACAD,as_povnum,1
BARTON,as_povnum,NA
FIELD,as_povnum,NA
FOLWELL FINE ARTS,as_povnum,8
HMONG INTERNATIONAL,as_povnum,239
JEFFERSON,as_povnum,14
LAKE HARRIET UPPER,as_povnum,NA
LK NOKOMIS KEEWAYDIN,as_povnum,NA
MARCY OPEN,as_povnum,NA
SEWARD,as_povnum,NA
SULLIVAN,as_povnum,5
ANTHONY,as_povnum,NA
ANWATIN NEW,as_povnum,NA
FRANKLIN,as_povnum,6
JUSTICE PAGE,as_povnum,NA
NORTHEAST,as_povnum,NA
OLSON,as_povnum,33
SANFORD,as_povnum,NA
EDISON HIGH,as_povnum,NA
FAIR HIGH SCHOOL,as_povnum,NA
HENRY HIGH,as_povnum,NA
HERITAGE,as_povnum,0
NORTH ACADEMY,as_povnum,9
ROOSEVELT HIGH,as_povnum,NA
SOUTH HIGH,as_povnum,NA
SOUTHWEST HIGH,as_povnum,NA
WASHBURN HIGH,as_povnum,NA
LONGFELLOW,as_povnum,2
MACC,as_povnum,2
WELLSTONE,as_povnum,8
WELLSTONE SWS,as_povnum,0
HARRISON SEC CTR,as_povnum,0
RIVER BEND ED CNT,as_povnum,1
TRANSITION PLUS,as_povnum,NA
AMERICAN IND OIC,as_povnum,0
CENTER SCHOOL,as_povnum,0
LORING-NICOLLET,as_povnum,NA
MENLO PARK,as_povnum,NA
MERC,as_povnum,NA
PLYMOUTH YTH CTR,as_povnum,7
RON MCDONALD HOUSE,as_povnum,NA
VOA PHOENIX,as_povnum,0
