CNTRYID,CNT,CNTSCHID,CNTTCHID,TEACHERID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,TC001Q01NA,TC002Q01NA,TC004Q01NA,TC005Q01NA,TC005Q02NA,TC006Q01NA,TC007Q01NA,TC007Q02NA,TC012Q01NA,TC013Q01NA,TC014Q01NA,TC015Q01NA,TC018Q01NA,TC018Q01NB,TC018Q02NA,TC018Q02NB,TC018Q03NA,TC018Q03NB,TC018Q04NA,TC018Q04NB,TC018Q05NA,TC018Q05NB,TC018Q06NA,TC018Q06NB,TC018Q07NA,TC018Q07NB,TC018Q08NA,TC018Q08NB,TC018Q09NA,TC018Q09NB,TC018Q10NA,TC018Q10NB,TC018Q11NA,TC018Q11NB,TC020Q01NA,TC020Q02NA,TC020Q03NA,TC020Q04NA,TC020Q05NA,TC020Q06NA,TC021Q01NA,TC026Q01NA,TC026Q02NA,TC026Q04NA,TC026Q05NA,TC026Q06NA,TC026Q07NA,TC026Q09NA,TC026Q10NA,TC028Q01NA,TC028Q02NA,TC028Q03NA,TC028Q04NA,TC028Q05NA,TC028Q06NA,TC028Q07NA,TC028Q08NA,TC029Q01NA,TC029Q02NA,TC029Q03NA,TC029Q04NA,TC030Q01NA,TC030Q02NA,TC030Q03NA,TC030Q04NA,TC039Q01NA,TC041Q01NA,TC041Q02NA,TC041Q03NA,TC041Q04NA,TC041Q05NA,TC041Q06NA,TC041Q07NA,TC041Q08NA,TC043Q01NA,TC031Q04NA,TC031Q07NA,TC031Q11NA,TC031Q13NA,TC031Q14NA,TC031Q15NA,TC031Q18NA,TC031Q20NA,TC037Q01NA,TC037Q02NA,TC037Q03NA,TC037Q04NA,TC037Q05NA,TC037Q06NA,TC037Q07NA,TC037Q08NA,TC037Q09NA,TC037Q10NA,TC037Q11NA,TC037Q12NA,TC037Q13NA,TC037Q14NA,TC037Q15NA,TC037Q16NA,TC037Q17NA,TC037Q18NA,TC037Q19NA,TC037Q20NA,TC037Q21NA,TC037Q22NA,TC033Q04NA,TC033Q05NA,TC033Q06NA,TC033Q08NA,TC034Q01NA,TC034Q02NA,TC034Q04NA,TC034Q06NA,TC045Q01NA,TC045Q01NB,TC045Q02NA,TC045Q02NB,TC045Q03NA,TC045Q03NB,TC045Q04NA,TC045Q04NB,TC045Q05NA,TC045Q05NB,TC045Q06NA,TC045Q06NB,TC045Q07NA,TC045Q07NB,TC045Q08NA,TC045Q08NB,TC045Q09NA,TC045Q09NB,TC045Q10NA,TC045Q10NB,TC045Q11NA,TC045Q11NB,TC045Q12NA,TC045Q12NB,TC045Q13NA,TC045Q13NB,TC045Q14NA,TC045Q14NB,TC045Q15NA,TC045Q15NB,TC060Q02NA,TC060Q04NA,TC060Q06NA,TC060Q07NA,TC060Q09NA,TC046Q01NA,TC046Q02NA,TC046Q03NA,TC046Q04NA,TC046Q05NA,TC046Q06NA,TC046Q07NA,TC046Q08NA,TC048Q01NA,TC048Q02NA,TC048Q03NA,TC051Q01NA,TC051Q02NA,TC051Q03NA,TC051Q04NA,TC051Q05NA,TC052Q01NA,TC052Q02NA,TC052Q03NA,TC052Q04NA,TC053Q01NA,TC053Q02NA,TC053Q03NA,TC054Q01NA,TC054Q02NA,TC054Q03NA,TC054Q04NA,TC054Q05NA,TC054Q06NA,TC054Q07NA,TC055Q01NA,TC055Q02NA,TC055Q03NA,TC055Q04NA,TC055Q05NA,TC055Q06NA,TC055Q07NA,TC055Q08NA,TC055Q11NA,TC055Q13NA,TC055Q14NA,EMPLSTATd,EMPLTIM1,EMPLTIM2,NSCHEMPL,OTT1,OTT2,NTEACH1,NTEACH2,NTEACH3,NTEACH4,NTEACH5,NTEACH6,NTEACH7,NTEACH8,NTEACH9,NTEACH10,NTEACH11,STTMG1,STTMG2,STTMG3,STTMG4,STTMG5,STTMG6,STTMG7,STTMG8,STTMG9,STTMG10,STTMG11,PROPDT20,SATJOB,SATTEACH,TCEDUSHORT,TCSTAFFSHORT,COLSCIT,SETEACH,SECONT,TC045Q01,TC045Q02,TC045Q03,TC045Q04,TC045Q05,TC045Q06,TC045Q07,TC045Q08,TC045Q09,TC045Q10,TC045Q11,TC045Q12,TC045Q13,TC045Q14,TC045Q15,EXCHT,TCLEAD,W_SCHGRNRABWT,VER_DAT,SCHID
840,USA,84000169,84002211,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,42,1,1,1,6,13,18,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,2,1,1,3,3,1,3,2,3,3,3,1,1,1,NA,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,6,5,2,4,3,3,1,3,3,3,2,1,3,1,1,1,1,2,1,1,3,2,2,3,1,2,2,1,2,2,2,2,2,3,3,1,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,-0.5239,0.159,0.9863,-1.6002,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.9402,1.7684,66.282271185,21DEC16,00169
840,USA,84000169,84000160,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,52,1,1,1,7,3,22,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,1,1,4,3,1,4,2,4,4,4,2,1,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,3,3,3,4,3,1,1,1,6,6,5,5,5,2,1,2,1,1,4,1,1,2,4,1,2,3,3,3,4,1,1,3,2,3,3,3,3,3,2,3,3,3,2,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.4514,0.3452,-0.2899,-0.4977,NA,NA,NA,3,3,1,3,3,3,0,3,1,1,3,0,2,2,1,0.9714,0.4838,66.282271185,21DEC16,00169
840,USA,84000169,84005528,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,39,3,1,1,6,3,11,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,2,2,2,1,1,3,4,1,3,1,4,3,3,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,3,4,4,4,4,1,1,3,3,6,6,3,4,6,1,1,2,4,1,4,1,1,1,1,1,2,4,1,1,3,4,1,1,3,4,4,3,3,3,4,1,1,1,3,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,3,3,0,0,0,0,0,3,1,0,3,1,0.2824,1.0141,-1.3602,-0.8061,NA,NA,NA,3,3,3,3,2,3,0,3,3,1,3,0,0,1,3,0.3656,1.2793,66.282271185,21DEC16,00169
840,USA,84000169,84005066,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,36,1,1,NA,1,8,8,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,1,1,3,3,2,3,2,3,3,3,2,2,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,3,4,4,4,3,5,2,4,6,6,6,6,6,6,3,6,2,4,4,4,3,3,3,3,3,3,3,2,3,2,2,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,-0.5239,-0.2701,0.4622,-0.5085,NA,NA,NA,3,3,3,3,3,3,2,3,1,1,1,3,3,3,1,2.4995,0.9626,66.282271185,21DEC16,00169
840,USA,84000169,84002433,5,06MS,084000,84000,USA9797,8400000,1,2,313,2,36,1,1,1,13,9,13,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,4,4,1,4,2,4,4,4,1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,3,1,1,1,4,1,1,4,3,3,3,3,3,3,3,4,2,2,4,2,4,4,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1.4514,0.8642,-1.3602,-0.4068,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.4995,-2.4917,66.282271185,21DEC16,00169
840,USA,84000169,84002979,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,56,1,1,1,5,3,33,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,3,2,4,2,4,4,3,1,1,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,4,3,3,4,4,2,2,3,6,6,5,5,5,6,3,4,2,3,3,3,3,3,3,3,4,4,4,3,3,1,1,2,2,3,2,3,3,4,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9393,-0.2701,0.6468,-1.6183,NA,NA,NA,3,1,1,3,2,3,3,3,3,3,3,0,1,1,3,0.9714,1.075,66.282271185,21DEC16,00169
840,USA,84000169,84000233,5,06MS,084000,84000,USA9797,8400000,1,2,313,1,63,1,1,2,17,26,40,4,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,1,1,1,4,3,1,4,3,4,3,3,3,1,3,2,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,6,6,6,5,6,6,2,2,6,5,3,2,3,3,2,1,3,2,2,3,4,3,3,2,2,3,3,2,2,2,4,3,3,3,3,2,3,2,4,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,1,1,0,3,1,3,1,3,0,0,0,1,1,0,1,0.6799,0.0769,0.6376,0.4386,NA,NA,NA,3,3,3,3,2,3,0,3,3,1,3,3,3,3,3,0.5886,0.9613,66.282271185,21DEC16,00169
840,USA,84000169,84000086,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,29,1,1,1,4,2,6,4,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,15,35,50,0,20,60,20,NA,1,3,3,4,4,4,3,3,2,2,3,3,4,4,4,3,3,3,3,3,3,2,3,2,2,1,2,2,3,3,3,3,2,2,2,2,2,3,2,2,4,3,3,4,4,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.5239,-0.5963,-0.15,0.5053,0.5841,0.3648,0.2418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84000129,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,48,1,1,1,2,20,20,4,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,3,3,2,4,3,4,4,3,1,1,2,2,3,3,3,3,30,30,30,10,30,30,30,10,1,4,4,4,4,4,3,4,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,4,3,2,2,3,2,4,2,2,2,1,2,2,3,3,3,3,4,4,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1,0.9393,-0.5963,0.9982,-0.2557,-0.3345,-0.4866,0.3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84003936,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,41,1,1,1,1,12,12,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,4,4,1,4,1,4,4,4,2,2,2,2,2,2,2,2,40,40,10,10,40,45,15,0,1,3,3,4,4,3,3,4,2,1,3,3,4,3,2,3,3,3,3,3,3,4,4,3,4,1,2,4,3,2,3,3,2,3,2,2,2,2,1,2,4,4,4,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,1,1.4514,1.6557,-0.15,0.2326,-0.101,0.829,-0.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84003527,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,37,1,1,NA,5,5,6,4,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,4,4,1,4,1,4,4,4,2,2,2,2,3,3,2,2,10,25,60,5,0,40,60,0,1,3,4,4,3,4,3,4,1,1,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,4,3,2,3,3,3,3,3,3,3,2,2,2,4,4,4,3,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1.4514,1.6557,0.1305,0.2326,-0.3611,0.829,1.3603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84005809,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,41,1,1,NA,2,16,18,4,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,3,2,1,4,3,4,4,3,2,2,2,1,4,3,2,3,50,10,40,NA,30,60,10,NA,1,2,3,4,4,4,2,3,2,1,2,3,4,3,3,4,3,2,2,3,4,4,4,3,2,1,2,3,3,2,2,3,2,3,2,2,3,1,2,2,4,3,4,4,4,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,1,0.9393,-0.6272,0.5447,-0.1733,-0.0652,0.8665,0.7349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84004950,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,39,1,1,1,3,14,16,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,3,3,1,4,3,3,4,3,1,1,1,1,1,1,1,2,60,10,30,NA,40,20,40,NA,1,4,4,4,3,NA,2,3,2,1,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,1,2,3,3,3,3,3,1,2,2,3,3,1,3,2,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.5568,-0.1175,-0.7342,-1.6183,-0.3611,-0.4866,-0.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84002427,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,50,1,4,1,8,6,26,4,2,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,3,3,1,4,3,3,3,4,1,2,2,2,3,4,3,3,70,5,25,NA,10,10,25,55,1,4,3,4,4,4,3,3,2,1,3,1,2,3,3,3,3,2,3,4,4,3,3,2,2,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,4,4,3,4,4,3,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,3,0,0,2,0,0,2,2,1,0.5945,-0.1175,1.1626,0.032,-0.9043,0.787,0.5893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84004171,4,06MS,084000,84000,USA9797,8400000,1,2,313,2,40,1,1,1,3,12,14,3,2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,3,2,1,4,3,4,3,3,3,2,1,1,3,1,1,1,50,25,15,10,10,75,10,5,1,2,4,4,4,4,4,4,4,1,3,3,3,3,2,3,3,4,2,3,3,2,2,3,3,1,2,4,3,2,2,3,1,2,3,1,2,1,2,2,3,2,3,3,3,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,2,1,0.6799,-0.6272,-0.9341,-0.2604,-0.0876,-1.0188,-1.5593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
840,USA,84000169,84002801,4,06MS,084000,84000,USA9797,8400000,1,2,313,1,42,1,1,1,1,9,14,3,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,3,3,1,4,3,4,4,3,3,1,2,1,3,1,2,3,10,25,60,5,10,80,7,3,1,2,2,4,3,4,3,3,2,1,2,2,2,2,3,3,3,2,3,4,3,4,4,3,2,1,3,4,3,2,3,4,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0.9393,-0.1175,0.2982,-0.2495,-1.0729,1.6252,0.7349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.282271185,21DEC16,00169
