student_ID,course_ID,subject,semester,section,pre_int,pre_uv,pre_percomp,pre_tv,post_int,post_uv,post_tv,post_percomp,enrollment_reason,enrollment_status,final_grade,time_spent
43146,FrScA-S216-02,FrScA,S216,02,4.2,3.6666666666666665,4,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.4537246,1555.1667
44638,OcnA-S116-01,OcnA,S116,01,4,3,3,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.70184255,1382.7001
47448,FrScA-S216-01,FrScA,S216,01,4.2,3,3,3.7142857142857144,NA,NA,NA,NA,Other,Approved/Enrolled,88.48758465,860.4335
47979,OcnA-S216-01,OcnA,S216,01,4,3.6666666666666665,2.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.85259631,1598.6166
48797,PhysA-S116-01,PhysA,S116,01,3.8,3.6666666666666665,3.5,3.7142857142857144,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,84,1481.8
51943,FrScA-S216-03,FrScA,S216,03,3.8,3.6666666666666665,3.5,3.7142857142857144,NA,NA,NA,NA,Learning Preference of the Student,Withdrawn,NA,3.4501
52326,AnPhA-S216-01,AnPhA,S216,01,3.6,4,3,4,NA,NA,NA,NA,Other,Approved/Enrolled,83.5882656,1321.8164
52446,PhysA-S116-01,PhysA,S116,01,4.2,3.6666666666666665,3,4,3.5,3.6666666666666665,3.5714285714285716,3.5,Learning Preference of the Student,Approved/Enrolled,97.77777778,1390.2167
53447,FrScA-S116-01,FrScA,S116,01,3.8,2,3,3,3.75,2,3,3,Course Unavailable at Local School,Approved/Enrolled,96.11872146,1479.4166
53475,FrScA-S216-01,FrScA,S216,01,4.8,3.3333333333333335,4,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.03837472,1867.4169
54066,OcnA-S116-01,OcnA,S116,01,4.6,4.666666666666667,4,4.714285714285714,5,4.666666666666667,4.857142857142857,4,Other,Approved/Enrolled,93.90452261,2625.5164
54282,OcnA-S116-02,OcnA,S116,02,3.4,2,3.5,2.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.40033501,2025.1672
54342,OcnA-S116-02,OcnA,S116,02,4,3,3.5,3.5714285714285716,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,64.78224456,1581.0831
54346,OcnA-S116-01,OcnA,S116,01,4.4,2,3,3.2857142857142856,4,2.6666666666666665,3.4285714285714284,3.5,Course Unavailable at Local School,Approved/Enrolled,51.0921273,1191.3836
54434,PhysA-S116-01,PhysA,S116,01,5,5,4,5,3.75,4,3.857142857142857,4,Learning Preference of the Student,Approved/Enrolled,93.0625,1231.8666
54567,OcnA-S216-02,OcnA,S216,02,4,3.6666666666666665,3.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,65.84254606,1180.2664
55078,FrScA-S216-01,FrScA,S216,01,4.4,3.6666666666666665,3,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,97.74266366,2130.7497
55140,PhysA-S116-01,PhysA,S116,01,5,4,4.5,4.571428571428571,4.75,3.6666666666666665,4.285714285714286,3.5,Course Unavailable at Local School,Approved/Enrolled,73.78472222,2083.3167
55283,FrScA-S116-01,FrScA,S116,01,5,3.6666666666666665,4,4.428571428571429,NA,NA,NA,NA,Other,Withdrawn,NA,3.9167
56152,AnPhA-S116-02,AnPhA,S116,02,4.8,4.333333333333333,4,4.714285714285714,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,94.1248,4438.8165
57188,AnPhA-S116-02,AnPhA,S116,02,4,5,3.5,4.285714285714286,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,80.7344,5305.4334
57224,FrScA-S116-03,FrScA,S116,03,4.4,3,3.5,3.857142857142857,2.25,1.6666666666666667,2,4,Course Unavailable at Local School,Approved/Enrolled,87.09360731,2356.4668
57489,PhysA-S116-01,PhysA,S116,01,4.6,3.6666666666666665,4.5,4.142857142857143,4.25,4,4.142857142857143,4.5,Course Unavailable at Local School,Approved/Enrolled,94.79166667,1863.5169
57981,OcnA-S116-01,OcnA,S116,01,4.2,3.3333333333333335,2.5,3.857142857142857,4,4.333333333333333,4.142857142857143,4,Learning Preference of the Student,Approved/Enrolled,66.69011725,3343.3333
58168,AnPhA-S216-01,AnPhA,S216,01,4.2,4.666666666666667,3.5,4.285714285714286,NA,NA,NA,NA,Other,Approved/Enrolled,96.5216,433.3669
58178,OcnA-S116-01,OcnA,S116,01,4,4,4.5,4,3.75,4,3.857142857142857,4,Course Unavailable at Local School,Approved/Enrolled,92.68174204,3502.0004
60186,AnPhA-S116-01,AnPhA,S116,01,4.2,4.333333333333333,4.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,86.272,2087.0501
61357,FrScA-S116-02,FrScA,S116,02,5,4.666666666666667,4.5,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,NA
61941,FrScA-S116-01,FrScA,S116,01,4.6,4.333333333333333,4,4.571428571428571,4.5,4.333333333333333,4.428571428571429,4,Course Unavailable at Local School,Approved/Enrolled,94.29223744,1637.9504
61965,BioA-S116-01,BioA,S116,01,3.6,4,3,3.7142857142857144,4.25,4.333333333333333,4.285714285714286,3.5,Learning Preference of the Student,Approved/Enrolled,77.65698925,615.2168
62157,FrScA-S116-02,FrScA,S116,02,5,4,5,4.571428571428571,5,4,4.571428571428571,5,Course Unavailable at Local School,Approved/Enrolled,70.62100457,2497.1666
62175,OcnA-S216-01,OcnA,S216,01,3.2,2,2.5,2.7142857142857144,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,73.77386935,1403.6834
62576,PhysA-S116-01,PhysA,S116,01,4,4.333333333333333,4,4.142857142857143,4,4.333333333333333,4.142857142857143,4,Course Unavailable at Local School,Approved/Enrolled,94.44444444,793.95
62752,PhysA-S116-01,PhysA,S116,01,4.2,4.333333333333333,4,4.285714285714286,4.5,4.666666666666667,4.571428571428571,4,Course Unavailable at Local School,Approved/Enrolled,93.77777778,898.2998
62754,PhysA-S116-01,PhysA,S116,01,4,4,4,4,4,3.6666666666666665,3.857142857142857,3.5,Course Unavailable at Local School,Approved/Enrolled,96.34027778,674.3167
64930,FrScA-T116-01,FrScA,T116,01,5,3.3333333333333335,3,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.23287671,3424.5662
65116,FrScA-S216-01,FrScA,S216,01,4.8,3.6666666666666665,3.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.22799097,1918.6166
65627,AnPhA-S116-02,AnPhA,S116,02,4,4,3.5,4,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,81.4872,2164.9001
66508,AnPhA-T116-01,AnPhA,T116,01,4,3.6666666666666665,3.5,3.857142857142857,NA,NA,NA,NA,Scheduling Conflict,Dropped,NA,0.45
66689,FrScA-S216-01,FrScA,S216,01,4.4,3.3333333333333335,3.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,98.64559819,1137.8334
66693,AnPhA-S116-01,AnPhA,S116,01,5,5,5,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.7536,2309.0334
66740,OcnA-S116-01,OcnA,S116,01,4,3,3,3.5714285714285716,4,3.6666666666666665,3.857142857142857,3.5,Course Unavailable at Local School,Approved/Enrolled,99.32998325,965.2994
66811,AnPhA-S116-01,AnPhA,S116,01,4,4,NA,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.2016,5298.8507
67013,AnPhA-S216-01,AnPhA,S216,01,4.2,4,2.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,46.072,2297.2332
67102,PhysA-S216-01,PhysA,S216,01,3.8,3.6666666666666665,5,3.5714285714285716,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,89.86111111,719.2833
67463,FrScA-S216-01,FrScA,S216,01,3.2,4,3,3.4285714285714284,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.4221219,1359.033
67762,FrScA-S116-02,FrScA,S116,02,5,4.666666666666667,3.5,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.41324201,801.2336
67920,OcnA-S116-01,OcnA,S116,01,4.8,4.333333333333333,4.5,4.571428571428571,5,4.666666666666667,4.857142857142857,5,Course Unavailable at Local School,Approved/Enrolled,90.70351759,4094.9995
68022,OcnA-S216-01,OcnA,S216,01,4.8,4,3.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,90.95979899,39.7504
68188,FrScA-S116-01,FrScA,S116,01,5,2.6666666666666665,5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.46575342,583.2498
68476,OcnA-S116-02,OcnA,S116,02,4,3.6666666666666665,4,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,94.57956449,969.4666
68598,BioA-S116-01,BioA,S116,01,4.2,3.3333333333333335,4,3.857142857142857,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,87.24408602,3331.6169
68768,FrScA-S116-02,FrScA,S116,02,4.6,2.6666666666666665,4,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,64.76027397,1966.0169
68795,FrScA-S216-01,FrScA,S216,01,5,3.6666666666666665,4.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.06997743,3022.5333
69072,FrScA-S116-01,FrScA,S116,01,4,2.6666666666666665,3.5,3.4285714285714284,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.60730594,956.1665
69182,FrScA-S216-01,FrScA,S216,01,3.8,3.3333333333333335,3,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.19638826,444.4832
69397,FrScA-S216-01,FrScA,S216,01,4.4,3.6666666666666665,4,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,94.69525959,1087.6003
69743,AnPhA-S216-01,AnPhA,S216,01,4.2,4.666666666666667,4,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,85.4714656,7084.7003
69937,BioA-S116-01,BioA,S116,01,NA,3.6666666666666665,2,NA,NA,NA,NA,NA,Learning Preference of the Student,Withdrawn,NA,1.2168
70037,FrScA-S116-01,FrScA,S116,01,5,4.666666666666667,4,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.37899543,2591.1496
70068,FrScA-S116-03,FrScA,S116,03,4.8,2.3333333333333335,3,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,95.37671233,2101.933
70187,PhysA-S216-01,PhysA,S216,01,4.4,4,4.5,4.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,78.125,719.1165
70192,AnPhA-S116-02,AnPhA,S116,02,4.8,4.333333333333333,4,4.571428571428571,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,95.96,1537.1834
70408,BioA-S116-01,BioA,S116,01,3.4,2.6666666666666665,2.5,3.142857142857143,1.75,1.6666666666666667,1.7142857142857142,2,Learning Preference of the Student,Approved/Enrolled,91.50537634,6664.4499
70532,AnPhA-S116-01,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,93.64,2938.4666
70681,BioA-S116-01,BioA,S116,01,4.8,4.333333333333333,3.5,4.571428571428571,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,90.23655914,2602.2333
71110,FrScA-S216-01,FrScA,S216,01,5,4.666666666666667,4.5,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,88.71331828,2006.4003
71415,FrScA-S216-01,FrScA,S216,01,4.8,3.6666666666666665,4.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,14.4469526,408.4
71434,BioA-S116-01,BioA,S116,01,3.6,2.6666666666666665,3,3.142857142857143,3,2.3333333333333335,2.7142857142857144,3.5,Scheduling Conflict,Approved/Enrolled,83.96021505,1006.3337
71725,AnPhA-S216-01,AnPhA,S216,01,4.8,4.333333333333333,4,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,77.2789328,3514.5498
72287,FrScA-T116-01,FrScA,T116,01,4.4,3.3333333333333335,4,4,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,90.86757991,3946.5666
73132,FrScA-S116-03,FrScA,S116,03,4.6,4.333333333333333,4.5,4.428571428571429,NA,NA,NA,NA,Other,Approved/Enrolled,87.52968037,1746.5501
74551,PhysA-S116-01,PhysA,S116,01,3.8,3.3333333333333335,3.5,3.5714285714285716,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,71.67083333,1014.5665
74552,AnPhA-S216-02,AnPhA,S216,02,4,4.333333333333333,3.5,4.142857142857143,NA,NA,NA,NA,Other,Approved/Enrolled,96.16,6123.8832
76132,AnPhA-T116-01,AnPhA,T116,01,5,5,5,5,NA,NA,NA,NA,Other,Approved/Enrolled,95.3392,5037.3331
76133,PhysA-S116-01,PhysA,S116,01,3.2,3,2.5,3.142857142857143,1.5,2.3333333333333335,1.8571428571428572,1.5,Other,Approved/Enrolled,93.61805556,1276.5167
76426,PhysA-S116-01,PhysA,S116,01,4.6,4.333333333333333,4.5,4.428571428571429,5,4.333333333333333,4.714285714285714,4.5,Learning Preference of the Student,Approved/Enrolled,95.41666667,850.7329
76443,OcnA-S216-01,OcnA,S216,01,3.6,4,2.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Withdrawn,NA,100.3334
76673,AnPhA-S216-01,AnPhA,S216,01,4,4,3.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.2,4945.2164
76674,AnPhA-S216-01,AnPhA,S216,01,4.8,5,4,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,95.8608,2368.4997
76840,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,3.5,4.714285714285714,5,4,4.571428571428571,3.5,Course Unavailable at Local School,Approved/Enrolled,92.46575342,2634.6832
76930,AnPhA-S116-02,AnPhA,S116,02,4.6,4,3.5,4.285714285714286,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,81.272,2804.9832
76998,AnPhA-S216-01,AnPhA,S216,01,3.4,3.3333333333333335,4,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,40.2389328,1270.0997
77010,AnPhA-S116-01,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,73.1706672,1533.0996
77067,FrScA-S216-02,FrScA,S216,02,3.6,3,4.5,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,40.4334
77141,FrScA-S216-02,FrScA,S216,02,4.2,4,3.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.27990971,3020.7167
77169,BioA-S116-01,BioA,S116,01,4,3.3333333333333335,3,3.7142857142857144,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,93.8172043,735.0999
77190,FrScA-S216-01,FrScA,S216,01,5,3.3333333333333335,4.5,4.285714285714286,NA,NA,NA,NA,Other,Approved/Enrolled,92.43792325,763.1498
77246,FrScA-S116-01,FrScA,S116,01,4.6,4,4,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,88.35616438,782.5002
77298,FrScA-S116-02,FrScA,S116,02,4.6,2.6666666666666665,4,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,75.46118721,1907.6502
77976,FrScA-S116-03,FrScA,S116,03,3.4,2.6666666666666665,3,3.2857142857142856,2.75,1.3333333333333333,2.142857142857143,2.5,Course Unavailable at Local School,Approved/Enrolled,90.59589041,2448.4838
77980,FrScA-S216-02,FrScA,S216,02,4.4,4.333333333333333,4,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.00225734,3031.3165
78002,OcnA-S216-02,OcnA,S216,02,3.8,4,3,3.857142857142857,NA,NA,NA,NA,Other,Approved/Enrolled,63.98324958,1290.4502
78153,PhysA-S216-01,PhysA,S216,01,4.2,4.666666666666667,4.5,4.285714285714286,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,99.02777778,1769.8667
78164,AnPhA-S216-01,AnPhA,S216,01,4.6,4,4,4.428571428571429,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,76.104,2591.6168
78241,OcnA-S216-02,OcnA,S216,02,4.6,3.6666666666666665,3.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,57.24958124,26.9168
78691,FrScA-S116-03,FrScA,S116,03,4,2,3,3.142857142857143,2.75,1.3333333333333333,2.142857142857143,5,Learning Preference of the Student,Approved/Enrolled,92.92237443,1559.9667
79220,AnPhA-S116-02,AnPhA,S116,02,4,4,3,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.8208,3781.6498
79352,PhysA-S116-01,PhysA,S116,01,3.8,4,3.5,3.857142857142857,NA,NA,NA,NA,Other,Approved/Enrolled,95.48611111,1062.8665
79596,PhysA-S116-01,PhysA,S116,01,3,4,3.5,3.4285714285714284,1.5,1.6666666666666667,1.5714285714285714,1.5,Other,Approved/Enrolled,90.97222222,1546.4166
79859,AnPhA-T116-01,AnPhA,T116,01,5,4.666666666666667,4.5,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,72.992,2040.7333
79893,OcnA-T116-01,OcnA,T116,01,4,4,3.5,4,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,94.46566164,1856.6669
80623,AnPhA-S116-01,AnPhA,S116,01,1.8,1,3,1,1,1,1,3,NA,NA,NA,NA
80822,OcnA-S216-01,OcnA,S216,01,5,5,5,5,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,90.94639866,4538.4835
84632,PhysA-T116-01,PhysA,T116,01,4.4,4,3.5,4.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,97.63888889,1289.1006
84640,AnPhA-T116-01,AnPhA,T116,01,5,5,4,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,86.1648,2362.1
84641,AnPhA-T116-01,AnPhA,T116,01,4,4,3,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.5525328,4614.4
84645,OcnA-T116-01,OcnA,T116,01,3.8,4,3,4,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,22.680067,48.0332
84684,OcnA-T116-01,OcnA,T116,01,5,4.333333333333333,4.5,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,90.80569514,3095.2494
84685,OcnA-T116-01,OcnA,T116,01,4.6,3.6666666666666665,4,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.0318258,3073.6162
84749,AnPhA-T116-01,AnPhA,T116,01,5,4,4,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.552,4199.4169
84794,BioA-T116-01,BioA,T116,01,2.8,3.3333333333333335,4,3.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,73.81827957,919.5
84932,OcnA-S216-01,OcnA,S216,01,5,4.666666666666667,4.5,4.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,88.30318258,2573.4502
85123,FrScA-S216-01,FrScA,S216,01,4,4.333333333333333,4,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.71557562,1341.7002
85248,AnPhA-S216-01,AnPhA,S216,01,4.2,4,3.5,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,94.8261328,2269.8829
85249,AnPhA-S116-01,AnPhA,S116,01,4,4,4.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,86.8912,1209.8496
85258,FrScA-S216-01,FrScA,S216,01,4,3.6666666666666665,3,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,89.05191874,2285.7836
85287,FrScA-S216-01,FrScA,S216,01,4.6,3.6666666666666665,4,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.67945824,156.5829
85292,BioA-S116-01,BioA,S116,01,2.4,3,3,2.7142857142857144,3,3.6666666666666665,3.2857142857142856,2.5,Scheduling Conflict,Approved/Enrolled,93.34946237,264.2002
85323,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,4,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,15.06849315,1449.7001
85348,FrScA-S216-03,FrScA,S216,03,4.4,3,4,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,76.29464286,608.2501
85390,PhysA-S116-01,PhysA,S116,01,3.6,4.333333333333333,3.5,3.857142857142857,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,3.055555556,0.7
85410,OcnA-S116-02,OcnA,S116,02,5,5,5,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.9279732,6771.9673
85411,AnPhA-S116-01,AnPhA,S116,01,4.4,4,3.5,4.142857142857143,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,90.9157328,473.0333
85416,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,4,4.142857142857143,5,4.666666666666667,4.857142857142857,4,Course Unavailable at Local School,Approved/Enrolled,94.74885845,846.5665
85431,FrScA-S116-01,FrScA,S116,01,4,3.3333333333333335,2.5,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,92.92237443,1448.9339
85432,FrScA-S116-01,FrScA,S116,01,4.6,3,4,3.857142857142857,5,4,4.571428571428571,4.5,Course Unavailable at Local School,Approved/Enrolled,49.08675799,874.0172
85433,FrScA-S116-01,FrScA,S116,01,4.4,3.3333333333333335,4,3.857142857142857,2.5,2.6666666666666665,2.5714285714285716,2.5,Course Unavailable at Local School,Approved/Enrolled,72.14611872,2575.4667
85443,FrScA-S116-01,FrScA,S116,01,4.8,3.3333333333333335,3.5,4.142857142857143,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,86.30136986,1564.633
85487,OcnA-S116-02,OcnA,S116,02,3.4,4.333333333333333,3,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,0.5833
85522,PhysA-S116-01,PhysA,S116,01,3.4,3.6666666666666665,3,3.5714285714285716,NA,NA,NA,NA,Other,Approved/Enrolled,98.05555556,968.3333
85539,FrScA-S116-01,FrScA,S116,01,3.8,4,3.5,3.857142857142857,3.25,3.3333333333333335,3.2857142857142856,3,Course Unavailable at Local School,Approved/Enrolled,90.1826484,2948.6174
85567,FrScA-S116-02,FrScA,S116,02,4.6,3.3333333333333335,4,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,65.17808219,2544.3666
85573,FrScA-S116-03,FrScA,S116,03,4,NA,4.5,NA,3.75,3,3.4285714285714284,3.5,Course Unavailable at Local School,Approved/Enrolled,71.25114155,1978.0169
85574,FrScA-S116-03,FrScA,S116,03,5,4,4.5,4.571428571428571,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,96.60502283,1871.1168
85583,AnPhA-S116-01,AnPhA,S116,01,5,5,3.5,5,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,91.6549328,5532.4164
85642,FrScA-S216-01,FrScA,S216,01,3.2,3.3333333333333335,2.5,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.74717833,1627.3499
85644,FrScA-S216-01,FrScA,S216,01,5,3.3333333333333335,4,4.285714285714286,4.5,3,3.857142857142857,3.5,Course Unavailable at Local School,Approved/Enrolled,84.98871332,890.4333
85649,FrScA-S116-01,FrScA,S116,01,4,3,3,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,86.98630137,1464.4668
85650,FrScA-S116-01,FrScA,S116,01,4.2,3,3.5,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,100,2689.1334
85651,FrScA-S116-01,FrScA,S116,01,3.2,3,3,3.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,64.98858447,565.7832
85659,FrScA-S216-01,FrScA,S216,01,3.8,3.3333333333333335,2.5,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,67.72009029,816.7002
85661,FrScA-S116-02,FrScA,S116,02,4.4,3,3,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,87.19863014,1375.4834
85662,FrScA-S116-01,FrScA,S116,01,3.8,3.6666666666666665,4.5,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Dropped,NA,107.8999
85663,FrScA-S116-01,FrScA,S116,01,4.6,2.6666666666666665,4,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,49.31506849,191.3834
85665,FrScA-S116-01,FrScA,S116,01,5,4.333333333333333,4.5,4.714285714285714,5,5,5,5,Course Unavailable at Local School,Approved/Enrolled,96.80365297,4046.6159
85668,FrScA-S116-01,FrScA,S116,01,3.6,2.6666666666666665,3,3.2857142857142856,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,42.69406393,379.1335
85698,FrScA-S116-02,FrScA,S116,02,5,4.333333333333333,4,4.714285714285714,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,32.5913242,1070.2167
85700,FrScA-S116-03,FrScA,S116,03,3.8,3.6666666666666665,3.5,3.7142857142857144,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,89.84246575,787.2831
85701,FrScA-S116-03,FrScA,S116,03,4,4,3.5,4,4.5,4,4.285714285714286,4,Course Unavailable at Local School,Approved/Enrolled,91.4109589,2381.6998
85702,FrScA-S116-03,FrScA,S116,03,5,4.333333333333333,3.5,4.714285714285714,5,4.333333333333333,4.714285714285714,4.5,Course Unavailable at Local School,Approved/Enrolled,86.52054795,638.7338
85704,FrScA-S116-03,FrScA,S116,03,5,3.6666666666666665,3.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,68.26484018,1376.483
85791,FrScA-S116-01,FrScA,S116,01,4.4,4,3.5,4.285714285714286,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,96.80365297,1461.8332
85796,FrScA-S216-01,FrScA,S216,01,4,3,2.5,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,91.19638826,1024.7833
85866,AnPhA-S116-01,AnPhA,S116,01,5,4.666666666666667,4,4.857142857142857,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,75.1296,3050.0831
85867,FrScA-S216-04,FrScA,S216,04,5,3.6666666666666665,4,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,86.20767494,1283.4669
85889,BioA-S116-01,BioA,S116,01,3.6,3.6666666666666665,4.5,3.5714285714285716,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,7.580645161,297.5167
