student_ID,course_ID,subject,semester,section,pre_int,pre_uv,pre_percomp,pre_tv,post_int,post_uv,post_tv,post_percomp,enrollment_reason,enrollment_status,final_grade,time_spent
113513,AnPhA-S217-01,AnPhA,S217,01,4.2,5,3,4.5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,76.83,1848.7333
113524,FrScA-S217-02,FrScA,S217,02,4.2,4,3.5,4.125,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,75.14,1544.5165
113538,FrScA-S217-02,FrScA,S217,02,4.4,4,3.5,4.25,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,61.85,412.7834
113661,AnPhA-S217-01,AnPhA,S217,01,4.4,4.333333333333333,4.5,4.375,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.52,4870.2
113673,FrScA-S217-02,FrScA,S217,02,5,4,4.5,4.625,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.15,5317.7499
113674,FrScA-S217-02,FrScA,S217,02,4.8,3.6666666666666665,3.5,4.375,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,96.72,2427.2833
113700,FrScA-S217-02,FrScA,S217,02,5,4.666666666666667,4.5,4.875,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,42.32,1175.1334
113839,FrScA-S217-03,FrScA,S217,03,5,3.6666666666666665,4,4.5,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,79.87,2948.05
113993,FrScA-S217-01,FrScA,S217,01,4.4,4,4,4.25,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,74.13,2320.7498
114107,FrScA-S217-03,FrScA,S217,03,5,3.6666666666666665,3.5,4.428571428571429,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,88.4,2845.2001
114117,AnPhA-S217-01,AnPhA,S217,01,5,4,4,4.625,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,9.52,211.1833
114228,FrScA-S217-03,FrScA,S217,03,5,4,4,4.625,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,56.39,935.0331
114387,OcnA-S217-02,OcnA,S217,02,4.6,3.6666666666666665,3,4.25,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,93.99,1860.8167
114449,FrScA-S217-03,FrScA,S217,03,5,3.6666666666666665,3.5,4.5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,80.72,1358.6501
114501,FrScA-S217-03,FrScA,S217,03,4.6,3,5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,87.61,2504.5004
114673,BioA-S217-01,BioA,S217,01,3,3.6666666666666665,2,3.25,NA,NA,NA,NA,Other,Approved/Enrolled,68.21,2477.2504
114768,AnPhA-S217-01,AnPhA,S217,01,4.8,5,3.5,4.875,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,62.05,301.0501
114796,BioA-S217-01,BioA,S217,01,3,3.3333333333333335,4,3.125,NA,NA,NA,NA,Other,Approved/Enrolled,90.87,5747.1008
114961,AnPhA-S217-02,AnPhA,S217,02,5,5,3.5,5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,79.42,1744.7836
115101,AnPhA-S217-02,AnPhA,S217,02,4.8,4.666666666666667,3.5,4.75,NA,NA,NA,NA,Other,Approved/Enrolled,80.56,3768.7164
115102,OcnA-S217-01,OcnA,S217,01,4.6,3.6666666666666665,3.5,4.25,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,83.29,3052.9667
115181,OcnA-S217-02,OcnA,S217,02,4,3.6666666666666665,4,3.875,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,83.6,1590.5669
115238,PhysA-S217-01,PhysA,S217,01,3.6,4,3.5,3.75,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,95.56,2356.8835
115780,AnPhA-S217-02,AnPhA,S217,02,NA,NA,NA,NA,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,66.17,1508.0335
115888,OcnA-S217-01,OcnA,S217,01,4.2,4.666666666666667,3.5,4.375,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,64.24,2355.5665
54744,FrScA-S217-01,FrScA,S217,01,3.8,2.3333333333333335,2.5,3.25,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,4.51,87.5833
67455,FrScA-S217-01,FrScA,S217,01,4.2,3.6666666666666665,4,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,71.88,1467.1338
77067,FrScA-S217-01,FrScA,S217,01,5,3.3333333333333335,4,4.375,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,94.95,1983.5831
77076,FrScA-S217-02,FrScA,S217,02,3.4,2.6666666666666665,3.5,3.125,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,37.59,483.9665
85616,FrScA-S217-03,FrScA,S217,03,4.2,3.3333333333333335,3.5,3.875,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,66.5,1772.6669
85650,OcnA-S217-03,OcnA,S217,03,4,3,3,3.625,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,90.28,1875.0165
86044,FrScA-S217-03,FrScA,S217,03,4.2,3.3333333333333335,3.5,3.875,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,89.6,2242.267
86076,FrScA-S217-01,FrScA,S217,01,5,4.333333333333333,3.5,4.75,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.15,1404.9002
86580,AnPhA-S217-01,AnPhA,S217,01,4,4,3,4,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,72.4,1312.6834
86638,FrScA-S217-02,FrScA,S217,02,4.8,3.6666666666666665,4,4.375,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,83.1,1384.7334
86668,FrScA-S217-01,FrScA,S217,01,4.4,3,3.5,3.875,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,82.08,3690.0332
86763,AnPhA-S217-02,AnPhA,S217,02,4.4,3.6666666666666665,4,4.125,NA,NA,NA,NA,Other,Dropped,NA,316.6501
88227,OcnA-S217-02,OcnA,S217,02,4.2,3.6666666666666665,4.5,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,65.15,1246.5501
89416,FrScA-S217-03,FrScA,S217,03,5,3.6666666666666665,4.5,4.5,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,89.1,1256
90168,FrScA-S217-03,FrScA,S217,03,5,4.333333333333333,4,4.75,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,94.41,2363.4171
91097,OcnA-S217-01,OcnA,S217,01,5,5,3,5,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,94.58,5520.3666
91953,AnPhA-S217-02,AnPhA,S217,02,4.2,5,5,4.5,NA,NA,NA,NA,Scheduling Conflict,Approved/Enrolled,82.59,1177.5999
94274,FrScA-S217-01,FrScA,S217,01,4,4,4,4,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,64.45,2293.0832
95217,FrScA-S217-03,FrScA,S217,03,4.4,2.6666666666666665,3.5,3.75,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.23,2445.5499
95736,FrScA-S217-01,FrScA,S217,01,4.4,2.3333333333333335,2.5,3.625,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,88.32,1519.5333
97215,FrScA-S217-01,FrScA,S217,01,5,3,4,4.25,NA,NA,NA,NA,Other,Approved/Enrolled,81.66,1849.4836
98e3,FrScA-S217-01,FrScA,S217,01,3.6,2.3333333333333335,3,3.125,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,64.63,1284.0002
