student_id,course_id,total_points_possible,total_points_earned,percentage_earned,subject,semester,section,Gradebook_Item,Grade_Category,FinalGradeCEMS,Points_Possible,Points_Earned,Gender,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,TimeSpent,TimeSpent_hours,TimeSpent_std
91351,BioA-S116-01,4234,3264,0.7709022201228153,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,6.747311828,10,10,M,5,3,4,4,4,3,4,4,3,4,206.2335,3.4372249999999998,-1.1760887738966586
91410,FrScA-S216-02,1253,682,0.5442936951316839,FrScA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,61.173814900000004,30,30,F,5,3,3,5,5,4,3,4,3,5,857.6167,14.293611666666667,-0.6953384639133843
91471,FrScA-S116-01,6354,4964,0.7812401636764243,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,65.98173516,5,3,F,4,4,3,4,4,5,5,4,4,5,946.7998,15.779996666666667,-0.6295172960197859
91477,FrScA-S116-04,3634,2427,0.6678591084204734,FrScA,S116,04,POINTS EARNED & TOTAL COURSE POINTS,NA,90.2283105,10,7,F,5,5,4,5,4,4,5,5,4,5,1192.1837,19.869728333333335,-0.4484128616562579
91550,FrScA-S216-02,3330,2353,0.7066066066066066,FrScA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,69.97742664,30,20,F,4,3,3,4,4,4,4,4,3,4,1722.1833,28.703055,-0.05724914728503768
91574,AnPhA-S116-02,9984,8529,0.8542668269230769,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,81.8309328,597,557.78,F,4,4,3,5,4,4,4,4,3,4,2999.75,49.99583333333333,0.8856529525070801
91575,PhysA-S116-01,2315,1743,0.7529157667386609,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.13888889,20,16,F,5,3,4,5,5,5,4,5,3,5,2219.916,36.9986,0.31010013315973317
91607,FrScA-S216-02,3396,2792,0.8221436984687868,FrScA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,70.54176072,10,5,F,5,3,4,5,5,3,5,5,4,5,608.0833,10.134721666666668,-0.8795054172538763
91611,BioA-S116-01,2713,2051,0.755989679321784,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.90322581,10,9,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616.3672,10.272786666666667,-0.873391523783995
91619,AnPhA-S116-02,9244,7740,0.8372998701860667,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,35.832,30,NA,F,4,2,2,4,4,4,4,4,4,4,1272.2331,21.203885,-0.38933277812942596
91624,BioA-S116-01,1237,952,0.7696038803556993,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,78.54946237,10,6.5,M,5,4,3,5,4,4,3,4,4,5,583.1167,9.718611666666668,-0.8979318990686183
91633,PhysA-S116-01,1624,1253,0.771551724137931,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,81.52777778,353,215,F,4,4,4,4,4,4,4,4,4,4,1510.7002,25.178336666666667,-0.21333325550462914
91634,AnPhA-S116-02,3666,3111,0.8486088379705401,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,84.9893328,30,29,F,5,4,3,5,5,5,5,5,4,5,1857.8168,30.963613333333335,0.042854520063331944
91635,OcnA-S116-01,2820,2033,0.7209219858156029,OcnA,S116,01,ATTEMPTED,NA,73.48743719,10,10,F,4,4,3,4,4,4,3,4,4,4,3797.3334,63.28889,1.474305633121984
91672,AnPhA-S116-02,4640,2418,0.5211206896551724,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,92.8824,20,17,F,5,4,4,5,5,5,5,5,5,5,2763.0331,46.05055166666667,0.7109451567682896
91709,AnPhA-S116-02,3883,2742,0.7061550347669328,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,87.2928,28,16,F,5,4,3,5,5,4,4,5,4,5,4315.8839,71.93139833333333,1.857019393036243
91771,AnPhA-S116-02,3461,2699,0.7798324183761919,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,28.48,10,9,F,4,4,4,4,5,4,4,5,4,5,540.5001,9.008334999999999,-0.9293848804479864
91818,OcnA-S116-01,11004,7857,0.71401308615049075,OcnA,S116,01,ATTEMPTED,NA,96.46231156,377,346,F,4,2,4,4,4,4,4,4,4,4,1651.5005,27.525008333333336,-0.10941625569447425
91821,PhysA-S116-01,3435,2711,0.7892285298398836,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.95833333,10,10,M,3,4,2,3,4,5,4,4,4,3,377.7002,6.295003333333333,-1.049538581664484
91932,AnPhA-S116-02,4220,2877,0.6817535545023696,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,82.6117328,625,NA,F,5,4,5,5,5,5,5,5,3,5,1182.9667,19.716111666666666,-0.4552154251966069
91943,FrScA-S216-02,2431,1752,0.7206910736322502,FrScA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,91.64785553,50,0,M,4,4,4,4,4,4,3,4,4,4,3429.0336,57.150560000000006,1.202483696331508
92021,OcnA-S116-02,5252,3409,0.6490860624523991,OcnA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,86.76716918,15,9,F,5,5,4,4,4,4,4,4,4,4,758.3668,12.639446666666666,-0.7685893862442166
92124,FrScA-S216-01,2385,1826,0.7656184486373165,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,75.16930023,24,16,F,4,3,2,5,4,4,4,4,3,3,918.1832,15.303053333333335,-0.6506376431835864
92143,FrScA-S116-01,2430,1887,0.7765432098765432,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.37899543,20,14,F,5,3,3,5,4,3,5,5,4,5,1792.1003,29.868338333333334,-0.005647233967192415
92152,BioA-S116-01,4462,3414,0.7651277454056477,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.48064516,10,1,M,5,3,3,5,5,4,3,4,3,5,3214.3998,53.573330000000006,1.044074228781703
92185,AnPhA-S116-02,4049,3016,0.7448752778463819,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,91.8528,635,70.5,M,4,3,3,5,4,4,3,4,3,5,6162.1998,102.70333000000001,3.2196841673995498
92214,FrScA-S116-01,7132,6160,0.8637128435221537,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,84.64611872,10,10,F,5,5,4,5,4,4,4,4,4,4,1101.833,18.363883333333334,-0.5150957712434345
92510,BioA-S116-01,3880,3017,0.7775773195876289,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.90860215,10,8,F,4,3,2,3,3,2,3,4,2,2,295.5494,4.925823333333333,-1.1101695935870726
92511,PhysA-S116-01,3477,2390,0.6873741731377624,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,67.49305556,10,6,M,5,5,2,5,4,5,4,4,4,4,125.0666,2.084443333333333,-1.2359936230474835
92604,FrScA-S116-03,1272,830,0.6525157232704403,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,7.2031963470000004,30,26,M,4,3,3,5,5,4,3,5,4,5,811.4334,13.52389,-0.7294238314682284
92606,BioA-S116-01,2809,2147,0.7643289426842292,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,5.698924731,10,10,F,5,5,4,5,5,5,4,5,5,5,10.1498,0.16916333333333336,-1.3208074273063066
92606,BioA-S216-01,4585,3217,0.7016357688113414,BioA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,0.534759358,10,9,F,4,3,3,4,3,4,3,4,3,4,306.2668,5.104446666666666,-1.1022596668769353
92633,BioA-S116-01,2954,2495,0.8446174678402166,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,3.010752688,438,345,F,5,3,3,4,4,3,4,4,3,3,571.2834,9.52139,-0.9066654105302665
92724,PhysA-S116-01,4402,3103,0.7049068605179464,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.88888889,30,30,F,4,3,2,4,NA,3,NA,4,3,3,2700.6668,45.011113333333334,0.6649160021055505
92725,PhysA-S116-01,3226,1880,0.5827650340979541,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.59722222,10,6,F,4,4,3,4,4,4,4,4,4,2,2058.4167,34.306945000000006,0.19090633366186185
92726,PhysA-S116-01,2739,2356,0.8601679445052939,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,98.19444444,5,5,F,5,5,3,4,4,4,3,4,3,4,1901.9166,31.69861,0.07540217023330928
92727,PhysA-S116-01,4094,2642,0.6453346360527601,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,98.05555556,5,1,F,4,5,3,5,4,5,4,4,3,4,898,14.966666666666667,-0.6655337591049895
92729,PhysA-S116-01,3556,1770,0.49775028121484816,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,94.23611111,30,29,F,3,2,2,4,4,3,4,3,1,2,1691.5998,28.19333,-0.07982115575159539
92732,PhysA-S116-01,1207,721,0.5973487986743994,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.91666667,10,NA,F,5,3,4,5,4,3,3,5,5,NA,2199.3,36.655,0.29488459123200894
92733,PhysA-S116-01,2829,2549,0.9010250972074938,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,94.16666667,457,381.65,F,5,3,4,5,4,4,3,4,3,5,1020.5828,17.009713333333334,-0.5750620995678418
92740,PhysA-S116-01,3347,2308,0.6895727517179564,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,98.61111111,12,12,F,4,2,4,4,4,3,4,4,3,4,1272.7001,21.211668333333332,-0.3889881109738066
92741,PhysA-S116-01,3070,2163,0.7045602605863193,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,98.19444444,10,3,F,5,4,5,5,5,4,5,5,5,5,5373.3502,89.55583666666666,2.6374774268354972
92743,PhysA-S116-01,2669,1704,0.6384413638066692,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.84722222,5,NA,F,2,2,3,1,3,1,2,1,1,3,1711.0164,28.516939999999998,-0.06549082535802482
94070,FrScA-S216-01,2528,1735,0.6863132911392406,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.67945824,615,544.88,F,3,2,4,3,4,4,2,3,5,4,2469.4006,41.15667666666666,0.4942310698895308
94135,FrScA-S216-01,5940,4654,0.7835016835016835,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,85.89164786,5,4,F,5,5,4,5,5,5,4,4,4,5,706.2332,11.770553333333334,-0.8070663447542673
94156,FrScA-S216-01,4636,2960,0.6384814495254529,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.03386005,24,14,M,4,4,2,4,4,3,3,4,4,4,2598.5669,43.30944833333333,0.589561650666549
94172,FrScA-S216-01,2364,2016,0.8527918781725888,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.97065463,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1835.5833,30.593055,0.026445189861059062
94189,PhysA-S216-01,3682,3187,0.8655621944595329,PhysA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.44444444,10,10,F,4,4,5,3,4,4,2,3,4,4,2321.7998,38.696663333333326,0.385294993009164
94219,AnPhA-S216-02,2928,2349,0.8022540983606558,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,24,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.75,2.529166666666667,-1.2163000650597924
94240,OcnA-S216-02,6128,5498,0.8971932114882507,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,87.09380235,10,10,F,4,3,2,4,3,3,2,4,1,2,2276.3169,37.938615,0.35172655238321865
94246,AnPhA-S216-01,3146,1999,0.6354100445009536,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,35.692,5,5,F,4,2,4,4,4,3,4,4,1,4,1351.9003,22.531671666666668,-0.33053477551667887
94251,PhysA-S216-01,9202,7666,0.8330797652684199,PhysA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.94444444,10,1,M,4,5,3,4,4,4,4,4,4,5,4552.0833,75.868055,2.0313452503317087
94257,FrScA-S216-01,5794,4708,0.8125647221263376,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.29345372,10,8.5,M,4,4,3,5,4,4,4,4,3,4,1175.833,19.597216666666668,-0.4604804189611492
94288,FrScA-S216-01,2779,2265,0.8150413817920115,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.87358916,12,9.6,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058.6498,50.97749666666667,0.9291236731335146
94292,FrScA-S216-01,2546,1476,0.579732914375491,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,89.05191874,5,NA,F,5,5,5,5,5,5,4,5,4,5,3135.3167,52.25527833333333,0.9857073184293352
94319,OcnA-S216-01,7774,6588,0.8474401852328274,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,56.99497487,10,9.13,F,5,5,5,5,5,5,5,5,4,5,1588.55,26.475833333333334,-0.15587657642212302
94323,OcnA-S216-01,3388,2710,0.7998819362455726,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.96984925,5,NA,F,3,2,4,3,4,4,4,3,4,3,4214.7332,70.24555333333333,1.782365594197057
94327,OcnA-S216-02,4985,3863,0.7749247743229689,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,15.90954774,50,NA,M,5,5,3,5,5,5,5,5,4,5,580.3167,9.671945,-0.8999984259117317
94331,FrScA-S216-01,2662,2178,0.8181818181818182,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,21.89616253,5,3,F,5,4,3,5,5,5,5,5,5,5,524.7165,8.745275,-0.9410338922626171
94332,FrScA-S216-01,7414,4954,0.668195306177502,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,75.84650113,10,9,M,5,5,4,5,4,5,5,5,5,3,1272.7337,21.212228333333332,-0.38896331265168926
94356,FrScA-S216-01,8058,5440,0.6751054852320675,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,24,20,M,4,3,4,4,4,3,3,4,3,5,160.4166,2.6736099999999996,-1.2099037216531754
94369,FrScA-S216-03,5292,3524,0.6659108087679516,FrScA,S216,03,POINTS EARNED & TOTAL COURSE POINTS,NA,66.03794643,244,231,F,4,4,5,4,4,4,4,4,3,4,1753.5833,29.226388333333333,-0.03407452483012196
94370,FrScA-S216-01,3876,3063,0.7902476780185759,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,94.13092551,5,5,F,4,4,4,5,4,4,4,4,3,4,940.3001,15.671668333333335,-0.6343143690634233
94376,FrScA-S216-01,4162,3415,0.8205189812590101,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,93.67945824,10,10,F,3,3,2,3,3,3,3,3,3,4,1434.3999,23.906664999999997,-0.2696463333930624
94400,FrScA-S216-01,4859,2938,0.6046511627906976,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,85.10158014,10,10,M,4,4,3,5,4,4,4,4,4,4,2111.7837,35.196395,0.23029359724630383
94402,FrScA-S216-01,7170,5242,0.7311018131101813,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.0993228,10,10,F,4,3,3,4,5,3,5,5,3,5,177.7168,2.961946666666667,-1.1971353903348783
94404,FrScA-S216-01,10104,7752,0.7672209026128266,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,83.18284424,5,5,F,5,5,3,5,5,5,4,5,3,5,1665.1169,27.751948333333335,-0.0993667356564134
94419,FrScA-S216-01,3523,2819,0.8001703093954017,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,83.74717833,5,5,M,4,3,4,4,4,4,4,4,3,4,1095.1999,18.253331666666668,-0.5199912995302404
94542,AnPhA-S216-02,5644,4638,0.8217576187101346,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,33.28,10,10,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1558.5331,25.975551666666668,-0.17803040842107062
94545,AnPhA-S216-02,5690,4274,0.7511423550087873,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,45.4,15,12,M,5,5,5,5,5,5,5,5,5,5,855.3833,14.256388333333332,-0.6969868142888878
94550,AnPhA-S216-02,3522,2554,0.7251561612720046,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,85.3408,5,5,M,5,4,4,4,5,5,3,5,4,5,2856.6166,47.610276666666664,0.7800140192049009
94556,OcnA-S216-02,6688,4580,0.6848086124401914,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,83.24288107,625,585.25,F,3,4,3,4,4,4,3,4,4,4,2287.2334,38.120556666666666,0.3597834239128076
94577,OcnA-S216-02,5994,4318,0.720387053720387,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,84.79564489,10,6,F,5,5,5,5,5,5,5,5,5,5,1697.5829,28.293048333333335,-0.0754053569105123
94586,FrScA-S216-01,2136,1593,0.7457865168539326,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,75.16930023,625,578.33,F,4,3,2,4,4,3,4,4,3,2,791.0503,13.184171666666666,-0.7444674826453237
94590,OcnA-S216-01,2253,1772,0.7865068797159344,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,75.99497487,10,7,F,5,4,3,5,5,5,4,5,4,5,1428.0167,23.80027833333333,-0.2743574241591203
94630,OcnA-S216-01,4278,2858,0.6680691912108462,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,3.433835846,12,12,M,4,4,3,4,4,4,4,4,4,4,245.2834,4.088056666666667,-1.1472681786927665
94654,OcnA-S216-01,5466,4198,0.7680204903036956,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,81.50753769,438,381.47,F,5,5,5,5,5,5,3,5,5,5,3140.7669,52.346115000000005,0.9897298129294558
94661,FrScA-S216-01,3536,3052,0.8631221719457014,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,73.13769752,50,NA,F,4,4,3,4,4,4,4,4,3,4,1705.1165,28.418608333333335,-0.06984521883005522
94691,AnPhA-S216-01,4489,3345,0.7451548229004232,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,10.6608,5,5,F,4,4,4,4,4,4,4,4,4,4,258.35,4.305833333333334,-1.1376244359612568
94717,OcnA-S216-01,4698,3918,0.8339719029374202,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,66.73366834,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.9161,13.698601666666667,-0.721687123990262
94744,OcnA-S216-01,9326,7520,0.8063478447351491,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.79731993,10,10,F,5,3,4,5,5,4,4,5,3,4,8870.8833,147.848055,5.218815296774057
94756,FrScA-S216-01,4620,3954,0.8558441558441559,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,68.84875847,30,30,F,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1122.5334,18.70889,-0.4998179382922965
94805,AnPhA-S216-01,9228,7624,0.8261811876896402,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,87.3024,10,9.63,M,5,3,4,5,4,5,5,5,4,4,4438.7165,73.97860833333334,1.947675416289609
94824,FrScA-S216-01,5676,3738,0.6585623678646935,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.38826185,30,17,M,4,3,3,2,4,3,5,4,5,4,2414.5498,40.24249666666666,0.4537486946872986
94846,AnPhA-S216-01,4122,3096,0.7510917030567685,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,70.4149328,10,10,F,4,2,3,4,4,4,3,3,2,3,764.1668,12.736113333333332,-0.7643087234977671
94869,FrScA-S216-01,5222,4414,0.8452700114898506,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,40.97065463,24,16,F,4,3,2,2,4,3,5,4,3,4,955.3,15.921666666666665,-0.623243763351274
94872,AnPhA-S216-01,3295,2820,0.8558421851289834,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,69.6682672,10,10,F,4,4,4,4,NA,4,4,5,4,4,3547.0667,59.117778333333334,1.2895974711621863
94876,OcnA-S216-02,5889,4953,0.8410596026490066,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,2.931323283,10,10,F,4,3,3,3,4,3,4,4,2,4,57.6666,0.96111,-1.2857378763424296
94898,AnPhA-S216-02,3964,3146,0.7936427850655903,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,73.6608,10,10,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904.1662,31.736103333333332,0.07706247694269067
94903,AnPhA-S216-02,6774,5238,0.7732506643046945,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,69.8808,15,12,F,5,4,4,5,5,4,4,5,3,5,2288.5835,38.143058333333336,0.36077985887383895
94956,OcnA-S216-01,3149,2316,0.7354715782788187,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,55.77554439,30,30,M,4,3,2,4,4,4,3,4,4,4,1242.6,20.709999999999997,-0.4112033483418069
94970,PhysA-S216-01,5128,4102,0.7999219968798752,PhysA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.41666667,30,30,M,5,4,3,5,5,4,4,5,4,5,2415.2493,40.254155,0.45426495737542655
95005,FrScA-S216-01,3652,3072,0.8411829134720701,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.03386005,5,5,F,4,4,3,5,4,4,5,4,3,4,2182.8836,36.381393333333335,0.28276854435083443
95014,AnPhA-S216-01,5116,2950,0.5766223612197029,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.6208,10,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999.9832,49.99972,0.8858250646712995
95017,AnPhA-S216-02,6234,3138,0.5033686236766122,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,71.52,30,16,F,3,3,4,3,4,3,3,4,3,4,2773.6164,46.22694,0.7187561116035477
95041,AnPhA-S216-02,6434,4980,0.7740130556419024,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,14.5408,5,5,M,5,5,5,5,5,5,5,5,4,5,322.9502,5.382503333333333,-1.0899465619003639
95045,FrScA-S216-01,3641,2872,0.7887942872837133,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,76.74943567,10,10,M,4,4,3,4,4,4,4,4,2,4,2977.4502,49.62417000000001,0.8691946899013437
95091,OcnA-S216-01,10998,9156,0.8325150027277687,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,61.04187605,10,9.25,M,5,5,5,5,5,5,5,5,5,5,3475.8,57.93,1.2369994181014305
95114,AnPhA-S216-01,4114,2622,0.6373359261059796,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,28,22,F,5,1,4,5,5,4,5,5,2,NA,546.85,9.114166666666668,-0.9246983665904555
95160,AnPhA-S216-02,3865,3154,0.8160413971539456,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,94.4208,20,14,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4154.4333,69.240555,1.737861536344536
95165,FrScA-S216-01,4834,2550,0.5275134464211833,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.0993228,10,NA,F,5,2,5,5,5,4,5,5,5,5,1113.2168,18.55361333333333,-0.5066940111446363
95264,AnPhA-S216-02,8682,7206,0.8299930891499654,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,75,75,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.3,3.955,-1.153160289549664
95266,PhysA-S216-01,3518,2916,0.8288800454803866,PhysA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.55555556,10,10,M,5,4,5,5,5,5,4,5,3,5,609.7999,10.163331666666666,-0.8782384886899876
95283,AnPhA-S216-01,5514,4224,0.766050054406964,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.3376,10,8,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689.4502,44.82417,0.6566376431810982
95283,PhysA-S216-01,898,749,0.8340757238307349,PhysA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,5,4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0.7833333333333333,-1.2936103103512706
95360,FrScA-S216-01,12777,10590,0.8288330594036158,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.87358916,10,10,F,4,2,3,3,4,3,3,4,2,3,1613.3166,26.888610000000003,-0.13759770366760335
95368,OcnA-S216-02,2488,1580,0.635048231511254,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,92.28978224,5,NA,F,4,3,3,3,4,4,3,3,3,1,3368.0167,56.13361166666667,1.1574504599980895
95375,OcnA-S216-02,2321,1921,0.8276604911676002,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,93.43048576,37,37,F,4,4,4,5,5,4,5,5,4,4,224.7166,3.745276666666667,-1.162447408791676
95377,AnPhA-S216-02,3205,2633,0.8215288611544462,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,76.6304,5,2,F,5,5,5,5,5,5,4,5,5,5,1089.9667,18.166111666666666,-0.5238536382000195
95449,FrScA-S216-01,9564,6708,0.7013801756587202,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,42.0993228,15,15,F,5,5,4,5,5,5,5,5,4,4,1232.8665,20.547775,-0.41838711228018005
95476,FrScA-S216-02,8212,7150,0.8706770579639552,FrScA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,68.17155756,570,535,M,4,3,3,5,5,4,5,5,3,4,1038.0003,17.300005,-0.5622071955357243
95485,FrScA-S216-01,1825,1525,0.8356164383561644,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,36.79458239,10,7.9,F,5,4,4,5,5,4,4,5,3,5,193.0498,3.217496666666667,-1.1858189417329286
95504,OcnA-S216-01,5548,4610,0.830930064888248,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,42.41541039,30,NA,F,4,5,3,5,4,5,5,4,4,4,451.8001,7.530001666666666,-0.9948494986566176
95533,OcnA-S216-01,2858,2266,0.7928621413575927,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,22.97319933,597,561,M,4,4,4,4,4,5,4,4,4,4,1591.2504,26.52084,-0.15388355889100033
95545,AnPhA-S216-01,3056,2514,0.8226439790575916,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,72.3008,595,561,M,3,3,2,3,3,3,3,3,3,4,4284.4003,71.40667166666667,1.8337830699941549
95578,PhysA-S216-01,12844,10342,0.8052008720024915,PhysA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.55555556,30,27.75,M,5,3,3,5,4,3,4,4,2,3,2201.5503,36.692505,0.29654541457310096
