student_id,course_id,total_points_possible,total_points_earned,percentage_earned,subject,semester,section,Gradebook_Item,Grade_Category,FinalGradeCEMS,Points_Possible,Points_Earned,Gender,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,TimeSpent,TimeSpent_hours,TimeSpent_std
88307,OcnA-S116-03,9645,7890,0.8180404354587869,OcnA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,54.5352381,625,595.87,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811.9338,30.198896666666666,0.008990787512411684
88311,FrScA-S216-04,3207,2279,0.7106329903336451,FrScA,S216,04,OutcomeDefinition.Total.title,NA,92.60722348,10,9,M,4,4,3,4,4,4,4,4,4,4,1660.9829,27.683048333333332,-0.10241781493121026
88340,OcnA-T116-01,4968,4157,0.836755233494364,OcnA,T116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,68.93802345,625,572.84333,F,5,5,5,5,5,5,4,5,5,5,444.5,7.408333333333333,-1.000237303159265
88381,PhysA-S116-01,10275,8685,0.8452554744525548,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.80555556,10,10,M,4,5,3,5,5,5,4,4,4,5,1120.367,18.67278333333333,-0.5014168396326255
88409,FrScA-S116-03,1582,1220,0.7711757269279393,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,68.03424658,5,2.5,F,5,4,4,5,4,3,4,4,3,4,2313.5495,38.559158333333336,0.37920589786140013
88440,AnPhA-S216-01,2409,2021,0.8389373183893731,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,84.216,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2544.4002,42.40667,0.5495841722548077
88440,OcnA-S116-01,4338,3629,0.8365606270170586,OcnA,S116,01,ATTEMPTED,NA,81.06532663,10,10,F,4,4,3,5,4,4,5,4,4,4,2600.1334,43.33555666666667,0.5907177986307411
88474,OcnA-S216-01,7950,6190,0.7786163522012579,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,56.9681742,5,5,F,4,4,3,4,4,4,3,4,3,3,4112.7673,68.54612166666668,1.7071101408284053
88481,PhysA-S116-01,2902,2183,0.7522398345968297,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,26.80555556,15,14,F,4,4,4,4,4,4,4,4,4,4,642.0504,10.70084,-0.8544361587064763
88493,FrScA-S116-01,3974,3194,0.8037242073477604,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,15,14,M,4,3,3,4,4,3,4,4,3,3,56.3166,0.93861000000000006,-1.2867342374989308
88501,FrScA-S116-01,1404,1040,0.7407407407407407,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,78.31050228,37,27.85,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315.3331,55.25555166666666,1.118567576572427
88504,OcnA-S216-01,2486,1984,0.7980691874497184,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,5,3.5,F,5,4,4,4,4,4,4,4,3,4,68.6333,1.1438883333333334,-1.277643954938725
88527,FrScA-S116-01,4918,4022,0.8178121187474583,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.69406393,10,6,F,5,5,3,5,5,4,5,5,5,5,1551.6665,25.861108333333334,-0.18309827028568607
88568,BioA-S116-01,4946,4308,0.8710068742418116,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,36.57419355,20,20,F,4,4,4,5,4,5,4,5,3,4,1329.3997,22.156661666666665,-0.3471412376188788
88568,BioA-S216-01,2774,2425,0.8741888968997837,BioA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,10,9,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88596,FrScA-S216-01,2531,2125,0.8395890952192809,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.87358916,443,412,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395.8998,23.264996666666665,-0.29806115129040306
88612,AnPhA-S216-01,8490,7410,0.872791519434629,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,71.6544,353,330,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258.9165,37.64860833333333,0.33888426892575
88636,FrScA-S116-03,1619,1259,0.7776405188387894,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,65.56392694,10,10,M,5,5,5,5,5,NA,NA,NA,NA,NA,1284.8333,21.413888333333333,-0.38003325972635493
88641,AnPhA-S116-01,4833,3711,0.7678460583488517,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,87.1808,10,10,F,4,4,4,5,4,5,4,4,3,4,1998.4998,33.30833,0.14668494715966632
88642,OcnA-S216-02,9454,8118,0.8586841548550878,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,83.58458961,10,10,F,4,3,4,4,5,4,4,5,4,4,1980.6001,33.01000166666667,0.13347415768335255
88703,OcnA-T116-01,4721,3989,0.8449481042152086,OcnA,T116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,35.74539363,30,26.25,F,5,5,5,5,5,5,5,5,5,5,1233.3832,20.556386666666665,-0.41800576427309555
88803,OcnA-S216-02,5828,3944,0.6767330130404942,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,65.03685092,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015.5833,33.593055,0.1592933440612125
88835,FrScA-S116-03,4712,2866,0.6082342954159593,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,81.97945205,10,10,F,4,3,4,4,4,4,4,4,4,4,2062.95,34.3825,0.19425211442539242
88836,FrScA-S116-03,3027,2497,0.8249091509745623,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,67.91780822,24,18,F,5,5,5,5,5,5,5,5,5,5,152.7499,2.5458316666666665,-1.2155620935632105
88845,FrScA-S216-01,4268,3576,0.837863167760075,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.97065463,443,409.5,F,4,5,3,4,4,4,4,4,3,3,1075.6163,17.926938333333332,-0.5344448834890967
88849,OcnA-S216-01,7159,5031,0.7027517809749965,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.76884422,10,10,M,4,4,3,3,3,4,3,4,3,4,4799.483,79.99138333333333,2.213937436413218
88854,FrScA-S216-01,4834,3894,0.8055440628878775,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,69.63882619,30,22,F,4,4,3,4,3,4,4,4,5,4,885.9167,14.765278333333333,-0.6744517818919157
88854,OcnA-S116-01,3062,2609,0.8520574787720444,OcnA,S116,01,ATTEMPTED,NA,76.5879397,10,8.5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762.5997,12.709995,-0.7654653142891397
88864,OcnA-S216-02,9748,7894,0.8098071399261387,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,69.8040201,10,6.75,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2231.3667,37.189445,0.3185512684891758
88868,FrScA-S116-03,3222,2095,0.6502172563625077,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,76.30821918,358,NA,F,5,5,4,5,4,5,3,5,4,5,1174.3499,19.572498333333332,-0.4615750139472285
88874,FrScA-S116-03,3370,2770,0.8219584569732937,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,11.15296804,37,NA,F,5,4,3,4,4,4,4,4,3,5,700.9668,11.682780000000001,-0.8109531865280433
88886,FrScA-S116-03,1535,1266,0.8247557003257329,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,75.28310502,10,10,F,5,5,5,1,5,5,1,5,5,5,1598.3499,26.639165,-0.1486438062757559
88979,AnPhA-S216-02,3687,2329,0.6316788717114185,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,5,4.75,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.5001,6.075001666666666,-1.059280853443692
88995,AnPhA-T116-01,2841,2191,0.7712073213657163,AnPhA,T116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,85.7936,10,9.25,F,3,NA,3,3,4,3,3,3,3,4,119.3169,1.988615,-1.2402371621152868
89005,AnPhA-T116-01,5131,3565,0.6947963359968817,AnPhA,T116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,87.6208,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2429.3997,40.489995,0.46470859360428124
89114,OcnA-S116-01,2571,2158,0.839362115908207,OcnA,S116,01,ATTEMPTED,NA,95.00837521,10,8.5,F,5,3,4,5,5,5,3,5,3,5,1092.3662,18.20610333333333,-0.5220826985000014
89128,FrScA-S116-01,8016,6446,0.8041417165668663,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,87.67123288,50,41,M,4,4,4,4,4,4,4,4,3,4,362.8837,6.0480616666666664,-1.0604738298684093
89142,AnPhA-S116-01,2559,1962,0.7667057444314185,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.104,10,9,M,4,3,3,4,5,5,5,5,4,3,3067.4676,51.12446,0.9356316089896596
89144,FrScA-S116-03,3277,2381,0.7265791882819652,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,90.65068493,532,286.31,F,4,5,3,5,4,5,4,5,3,5,2582.4167,43.04027833333334,0.5776420714445308
89165,FrScA-S116-03,3676,2926,0.7959738846572362,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,92.46575342,30,NA,F,5,3,4,5,5,3,4,5,2,5,2571.5334,42.858889999999995,0.5696097030189387
89168,FrScA-S116-03,1100,871,0.7918181818181819,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,20,18,M,5,3,3,5,4,4,3,5,3,5,60.65,1.0108333333333333,-1.2835359919910923
89194,AnPhA-S116-01,3886,3068,0.7895007720020587,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,83.2053328,515,213.4,F,5,5,5,5,4,4,4,5,5,5,317.2168,5.286946666666666,-1.0941780708297593
89295,PhysA-S116-01,7772,5914,0.7609366958311888,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,68.05555556,10,7.5,F,4,2,1,3,4,4,4,4,4,4,532.7998,8.879996666666667,-0.9350680506801389
89300,BioA-S116-01,3024,2031,0.6716269841269841,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,61.3172043,522,494.11,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132.1503,18.869171666666666,-0.49272023043603286
89333,FrScA-S216-01,6464,5496,0.8502475247524752,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,90.51918736,15,14,F,5,3,4,5,5,4,5,5,4,5,945.417,15.75695,-0.6305378650621635
89345,FrScA-S216-01,2645,1688,0.6381852551984877,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,10,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4333,0.8072216666666667,-1.2925524700211868
89374,FrScA-S216-01,4096,3187,0.778076171875,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,82.39277652,5,5,M,4,3,2,4,3,4,3,4,3,2,2517.95,41.96583333333333,0.5300627264313359
89376,FrScA-S116-03,3984,3391,0.8511546184738956,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,86.29452055,5,2,M,4,4,3,4,4,4,4,4,4,2,3780.5335,63.00889166666666,1.461906545867833
89388,FrScA-S116-03,3668,2848,0.7764449291166848,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,93.59360731,5,5,F,4,3,2,4,3,4,4,4,4,4,2999.8498,49.99749666666666,0.8857266094281311
89395,PhysA-S116-01,9522,6076,0.6381012392354547,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,76.875,5,3,F,5,4,4,5,4,4,4,4,NA,4,2432.7831,40.546385,0.4672056960760636
89425,PhysA-S116-01,5208,4005,0.7690092165898618,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.375,10,10,F,5,5,5,5,5,5,4,5,4,5,2173.1333,36.21888833333333,0.2755723812514024
89435,OcnA-S116-01,4238,3766,0.8886267107126002,OcnA,S116,01,ATTEMPTED,NA,93.83249581,345,318.75,F,4,4,4,5,4,3,4,4,4,4,6348.4492,105.80748666666666,3.357144661904472
89465,FrScA-S216-01,1555,1145,0.7363344051446945,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,10,NA,F,4,2,3,4,4,2,3,4,2,2,24.65,0.41083333333333333,-1.310105622831123
89487,OcnA-S116-01,2345,1992,0.8494669509594883,OcnA,S116,01,ATTEMPTED,NA,81.89782245,30,27,F,5,4,3,4,4,4,3,4,4,5,2151.1498,35.85249666666667,0.25934756237440765
89490,PhysA-S116-01,5560,3462,0.6226618705035971,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,71.59722222,5,5,F,5,4,3,5,5,4,3,5,4,5,2046.9998,34.116663333333335,0.18248014426359654
89918,AnPhA-S116-01,7600,6516,0.8573684210526316,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,75.6416,10,10,F,4,2,2,4,4,3,3,4,3,4,6009.3666,100.15611,3.1068863422856445
89994,FrScA-S216-02,3428,2686,0.7835472578763127,FrScA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,90.74492099,345,295.78,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.3333,38.505554999999994,0.37683219656396366
90029,FrScA-S216-01,2328,1872,0.8041237113402062,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,68.62302483,10,5.5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.5663,12.776105,-0.7625377837977491
90090,OcnA-S116-02,2040,1718,0.842156862745098,OcnA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,96.29815745,5,NA,F,4,3,3,4,4,3,4,4,3,3,1430.217,23.83695,-0.2727335030830835
90095,FrScA-S116-01,2296,1185,0.5161149825783972,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,73.51598174,10,10,F,5,2,4,1,4,2,5,4,2,4,1476.0832,24.601386666666667,-0.23888216969322196
90097,FrScA-S116-03,1946,1447,0.7435765673175745,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,76.97031963,5,NA,M,4,3,3,4,4,4,3,4,3,5,1145.5167,19.091945,-0.48285522172325
90098,FrScA-S116-03,2055,1518,0.7386861313868613,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,86.60045662,10,10,F,5,4,4,5,4,4,5,5,5,5,1692.6164,28.210273333333337,-0.07907085889848486
90253,BioA-S116-01,3142,1952,0.6212603437301082,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,64.23548387,10,8.75,M,4,3,2,4,3,5,3,4,4,4,1803.8334,30.06389,0.0030123253552843078
90274,FrScA-S116-03,5054,4024,0.7962010288880095,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,94.30365297,10,6,M,5,4,3,5,5,5,4,5,4,4,1517.5835,25.29305833333333,-0.2082530682834852
90277,FrScA-S216-01,6940,4244,0.6115273775216138,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.4221219,5,4,F,4,2,1,4,4,4,4,4,4,4,1097.8003,18.29667166666667,-0.5180720865292288
90305,AnPhA-S116-01,2458,1769,0.7196908055329536,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,73.4533328,10,9.5,F,4,4,3,4,4,4,4,4,3,3,2363.6832,39.39472,0.4162068395737569
90326,PhysA-S116-01,2966,2539,0.8560350640593392,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,77.43055556,597,529.66,F,5,4,4,5,5,3,5,5,4,5,509.5167,8.491945,-0.9522520332304589
90333,PhysA-S116-01,3290,2235,0.6793313069908815,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,70.73611111,10,NA,F,4,2,2,5,5,3,5,5,3,5,231.7502,3.8625033333333336,-1.1572562933617752
90370,FrScA-S116-03,10988,8006,0.7286130323989807,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,63.85159817,28,26,M,5,5,5,5,5,5,5,5,5,5,3890,64.83333333333333,1.542697781822006
90372,FrScA-S116-03,3284,2710,0.82521315468940315,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,62.73287671,30,26.63,M,5,4,3,5,5,5,4,5,5,5,1378.984,22.983066666666666,-0.3105457779949528
90394,AnPhA-S116-02,3737,2885,0.772009633395772,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,71.832,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.5329,31.442214999999997,0.06404830273459311
90394,FrScA-S216-01,1469,1158,0.7882913546630361,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,45.59819413,5,NA,F,5,5,5,5,5,5,5,5,5,5,871.2833,14.521388333333334,-0.6852518940012075
90395,AnPhA-S116-02,3338,2330,0.6980227681246255,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,81.1226672,10,NA,M,4,4,4,4,4,4,3,4,4,5,2300.6664,38.34444,0.3696975864426446
90396,AnPhA-S116-02,3583,2658,0.7418364499023165,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,79.3941328,10,NA,F,5,5,3,4,4,5,4,5,4,5,3544.8161,59.080268333333336,1.2879364264075037
90397,AnPhA-S116-02,15552,10767,0.6923225308641975,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,81.7482672,625,573.88,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2394.3497,39.90582833333334,0.43884010580030713
90398,AnPhA-S116-02,6964,4270,0.6131533601378518,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,94.9274672,30,30,M,4,3,2,4,4,4,3,4,3,3,4264.25,71.07083333333334,1.8189112357631583
90399,AnPhA-S116-02,4692,3876,0.8260869565217391,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,88.8896,438,285.48,F,4,4,2,3,3,4,2,3,4,4,768.4833,12.808055,-0.7611229509555173
90430,BioA-S116-01,3508,2918,0.8318129988597491,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,78.86666667,15,13,F,4,4,3,4,4,4,4,4,4,4,2252.5,37.541666666666664,0.33414860125116524
90433,FrScA-S116-01,2335,1963,0.8406852248394004,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.09589041,625,447.97333,F,4,3,3,4,3,3,2,4,2,3,2689.2001,44.82000166666667,0.65645305805129
90466,BioA-S116-01,1074,821,0.7644320297951583,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,82.33333333,10,10,F,5,5,5,5,5,5,5,5,5,5,658.4165,10.973608333333335,-0.8423572355039476
90516,AnPhA-T116-01,4234,3276,0.7737364194615022,AnPhA,T116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,73.8816,220,212.5,M,4,2,2,4,4,3,3,4,2,4,250.4331,4.173885,-1.1434674668056304
90562,OcnA-S116-01,4158,3346,0.8047138047138047,OcnA,S116,01,ATTEMPTED,NA,77.5561139,30,27,F,4,4,4,4,4,4,4,4,2,5,1389.3161,23.155268333333332,-0.30292022013933384
90589,FrScA-S116-03,2745,2134,0.7774134790528233,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,20,14,M,4,2,3,4,4,4,3,4,2,4,123.1833,2.053055,-1.2373835837630676
90622,FrScA-S216-01,3148,1570,0.49872935196950446,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,89.61625282,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077.1836,17.95306,-0.5332881450886638
90636,FrScA-S216-01,2859,2258,0.7897866386848549,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,52.37020316,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849.6835,14.161391666666667,-0.7011935248961657
90855,FrScA-S116-03,6538,3472,0.5310492505353319,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,67.956621,20,NA,F,4,4,3,5,4,4,3,4,4,4,1103.0832,18.38472,-0.5141730670079844
90861,OcnA-S116-01,5006,4193,0.837594886136636,OcnA,S116,01,ATTEMPTED,NA,89.12897822,10,10,M,5,2,3,5,5,4,3,5,2,5,2454.3332,40.90555333333334,0.48311064611955645
90878,FrScA-S116-03,2355,1884,0.8,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,88.52054795,10,8,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178.0834,19.634723333333334,-0.45881952181552693
90928,OcnA-S116-01,4119,3333,0.8091769847050255,OcnA,S116,01,ATTEMPTED,NA,74.90954774,24,16,F,5,4,3,5,4,4,4,4,3,4,3900.2504,65.00417333333333,1.550263041376524
90956,AnPhA-S116-02,2433,1658,0.6814632141389232,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,91.912,10,9,F,4,4,3,4,4,4,4,4,4,3,1550.4668,25.841113333333332,-0.1839837032334302
90971,AnPhA-S116-02,7572,5326,0.7033808769149498,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,79.84,20,16,M,4,5,4,5,5,5,4,4,4,5,3785.2838,63.08806333333334,1.4654124824617052
90989,FrScA-S216-01,4455,3648,0.8188552188552188,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,88.48758465,24,16,F,4,2,3,4,4,3,4,3,3,4,1821.6838,30.361396666666668,0.01618672919825333
90995,AnPhA-S116-02,3516,2878,0.8185437997724687,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,5.04,5,3,F,5,4,5,5,5,5,5,5,5,5,202.2832,3.3713866666666665,-1.1790042742496412
90995,BioA-S116-01,3670,2566,0.6991825613079019,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,0,10,10,M,4,4,5,4,4,4,3,4,4,5,13.9333,0.23222166666666666,-1.3180150329095497
90996,FrScA-S116-04,2298,1475,0.6418624891209748,FrScA,S116,04,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,10,5.8,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1833,0.9697216666666667,-1.2853565283353452
90996,OcnA-S216-01,2836,1885,0.6646685472496474,OcnA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,1.800670017,24,NA,M,3,4,3,4,NA,5,5,3,3,2,44.7332,0.7455533333333333,-1.2952833114398312
91030,PhysA-S116-01,2558,1945,0.7603596559812353,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,92.70833333,5,5,F,4,4,4,4,4,5,5,4,3,4,1302.8501,21.714168333333337,-0.3667360451452808
91038,PhysA-S116-01,2875,2197,0.7641739130434783,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,76.13888889,30,23,F,4,4,4,5,4,4,5,4,4,3,1639.4498,27.324163333333335,-0.11831021820458419
91065,AnPhA-S116-02,3238,2012,0.6213712168004941,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,60.9642672,10,0,F,4,4,2,3,3,4,4,3,2,1,1334.7001,22.245001666666667,-0.3432293023048648
91066,BioA-S116-01,5766,4820,0.8359347901491502,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,36.34408602,24,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.9831,3.7163850000000003,-1.1637268103211538
91067,BioA-S116-01,2672,2249,0.8416916167664671,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,99.75806452,10,9.5,F,4,3,3,4,4,4,3,4,3,3,2920.9838,48.68306333333333,0.827519928710635
91163,OcnA-S216-02,4616,2979,0.645363951473137,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,97.37018425,5,NA,M,4,3,3,4,4,5,5,4,3,4,6243.9003,104.065005,3.2799828375230478
91164,AnPhA-S216-02,4141,3066,0.7404008693552282,AnPhA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,90.0016,5,NA,F,4,4,3,4,4,5,3,4,3,4,4359.0996,72.65165999999999,1.8889145373555072
91173,FrScA-S116-01,2434,1827,0.7506162695152013,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,64.38356164,30,24,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.0998,12.601663333333333,-0.7702625349418374
91175,AnPhA-S116-02,3199,2867,0.8962175679899969,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,82.1541328,5,5,F,5,3,3,5,5,4,3,5,3,5,1315.25,21.920833333333334,-0.35758435721602266
91176,FrScA-S116-04,3421,2246,0.6565331774334989,FrScA,S116,04,POINTS EARNED & TOTAL COURSE POINTS,NA,96.1803653,10,10,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3868.5332,64.47555333333334,1.5268543109520956
91212,FrScA-S216-01,4959,4100,0.8267795926598105,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,81.6027088,30,12,M,5,4,4,5,4,5,4,5,4,5,906.8832,15.11472,-0.6589775550861517
91252,OcnA-S216-02,5288,4328,0.8184568835098336,OcnA,S216,02,POINTS EARNED & TOTAL COURSE POINTS,NA,70.21775544,10,NA,F,4,3,3,5,5,3,4,5,4,4,1479.8998,24.664996666666664,-0.23606534599699813
91300,BioA-S116-01,7932,5958,0.7511346444780636,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.26344086,105,101.1,F,4,3,2,2,2,4,3,4,2,5,1311.9998,21.866663333333335,-0.35998315205369674
91313,AnPhA-S216-01,5200,3766,0.7242307692307692,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,84.9536,30,29,F,5,3,3,4,4,4,4,4,3,4,3134.9666,52.24944333333334,0.9854489287694161
91319,AnPhA-S116-02,1863,1465,0.7863660762211487,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,84.0224,10,NA,M,4,3,3,4,4,3,3,5,3,4,686.2998,11.43833,-0.8217780969594524
91320,AnPhA-S116-02,6470,4954,0.7656877897990726,AnPhA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,29.6533328,443,305,M,3,2,3,3,3,1,4,3,2,2,584.9166,9.748610000000001,-0.8966034913311468
91326,AnPhA-S216-01,2881,2318,0.804581742450538,AnPhA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,47.0544,10,0,M,3,3,2,2,2,4,3,3,4,2,657.1668,10.952779999999999,-0.8432795707167473
91326,FrScA-S116-04,2440,2046,0.8385245901639344,FrScA,S116,04,POINTS EARNED & TOTAL COURSE POINTS,NA,65.35388128,10,8,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.6166,13.210276666666665,-0.7433114822901921
91340,FrScA-S116-02,3231,2768,0.8567007118539152,FrScA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,85.38356164,10,10,F,5,4,5,5,5,2,4,4,4,3,1182.9332,19.715553333333332,-0.4552401497141942
